翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,注意点：,остаётся нетронутым. Однако когда вещество вступает в контакт,伊格尼姆中封锁“反物质”的力场相当稳定，,"역장 구조는 매우 안정적이지만,",
,イグニウムの「反物質」を閉じ込める力場は安定していますが、,"со спиртовыми растворами, такими как концентрированный этанол,",但据目前研究可知，,유일하게 에탄올 등 알코올류에,
,唯一、エタノールなどのアルコールには弱いことが知られています。,его стабильность нарушается.,它唯一的弱点是酒精（如乙醇等）。,약한 것으로 판명되었습니다.,
,,,,,
,純度50%以上のアルコールに触れると、,Высококонцентрированные спиртовые растворы дестабилизируют,一旦接触浓度高于50%的酒精，,이그늄이 순도 50%가 넘는 알코올과,
,イグニウムの外殻や力場は崩壊し、,антиматериальное поле и вызывают его коллапс. Последующее,伊格尼姆的外壳及力场就会崩坏，,"접촉하면 외피와 역장이 붕괴하며,",
,内部の反物質が対消滅して大爆発を起こします。,субатомное столкновение материи и антиматерии затем,诱使内部反物质湮灭，引起大爆炸。,내부에 있던 반물질이 대소멸 현상을,
,十分注意して取り扱うこと。,вызывает катастрофическую взрывную реакцию.,,일으키며 큰 폭발을 일으킵니다.,
,,Обращайтесь с игниумом с КРАЙНЕЙ ОСТОРОЖНОСТЬЮ.,因此，使用时请万分小心。,주의를 기울여 신중히 취급하십시오.,
hi0485,……動かない。,Он не двигается…,……一动不动。,……움직이지 않는다.,
,壊れているようだ。,"Он, должно быть, сломан.",好像是坏了。,망가진 것 같다.,
hi0486,ガラスが壊れて、中の,"Стекло разбито, и игниум",外侧玻璃碎裂，,"유리가 깨져, 안에 든 이그늄이",
,イグニウムが露出している。,внутри теперь обнажён.,里面的伊格尼姆暴露在外。,바깥으로 드러나 있다.,
hi0488,消毒用エタノールをかける,Распылить на него этаноловый дезинфицирующий спрей,泼上乙醇消毒液,소독용 에탄올을 뿌린다,
hi0488-2,消毒用エタノールを渡す,Передать этаноловый дезинфицирующий спрей,交出乙醇消毒液,소독용 에탄올을 건넨다,
ka007,\C[1]（こんな位置で大爆発があれば,"\C[1](Устроить взрыв в таком месте,",\C[1]（如果在这里制造大爆炸，,\C[1](여기서 대폭발을 일으키면,
,　とんでもないことになるだろうな。,это может быть катастрофой... Я не знаю...,后果肯定很严重。,엄청난 일을 저지르게 되겠지.,
,　……それでも、やるべきか？）,Стоит ли нам это делать?),……我真的应该这么做吗？）,……그래도 괜찮을까?),
ka008,\C[1]（……まあいいか。,"\C[1](Ну, мне нечего терять. Не то чтобы",\C[1]（……管他的。,"\C[1](……뭐, 상관 없어. 어차피",
,　どうせ僕のスコアはもう下がらないんだ。,мои очки могли стать ещё хуже. Я,反正评分都扣到底了。,더 이상 내려갈 스코어도 없으니까.,
,　生きるためにはやるしかない）,"должна делать всё, что потребуется, чтобы выжить.)",为了活下去，只能动手）,살아남으려면 이 방법 뿐이야),
ka009,\C[1]（あとは、このガラスケースさえ,\C[1](Теперь мне просто нужно что-то сделать,\C[1]（剩下的问题就是，,\C[1](이제 이 유리 케이스만,
,　なんとかすれば……）,с этой стеклянной витриной...),怎么去掉外面的玻璃罩……）,어떻게 하면 될 것 같은데……),
ho588,……,...,……,......,
ho589,………………,...,………………,........................,
,\C[1]（いや、でも……）,"\C[1](Я не знаю, что делать...)",\C[1]（不，但是……）,\C[1](잠깐만......),
ho590,\C[1]（いいのか？\.\.,\C[1](Если я это сделаю...\.\.,\C[1]（这样真的好吗？\.\.,\C[1](정말 괜찮을까?\.\.,
,　これ以上、カレルレンに喧嘩を売れば……）,"Я, по сути, объявляю войну Кареллену.)",如果再进一步挑衅卡列伦……）,이 이상 카렐렌에게 시비를 걸었다가는...),
ho591,かけないのか？,Что не так? Рука для броска не натренирована?,嗯？你不往上浇吗？,안 던질 거야?,
hi0489,待て。,Постой.\! Ты же не хочешь стоять,等等。,,削除
,そこでやると危険そうだ。,"там, когда всё начнётся. Почему бы нам не",我们还留在这里呢，太危险了。,여기서 에탄올을 뿌리면 위험해.,
ho592,う～ん、ちょっと場所が悪いな。,Почему бы нам не отойти и не швырнуть его,嗯～位置确实不太好。,"하긴, 이 자리는 좀 별로네.",
,あっちから投げよう。,оттуда?,还是从那边丢过来吧。,저기서 던지는 게 좋겠다.,
,ビンを渡してくれ。,"Сюда, дай-ка бутылку.",那个瓶子给我一下。,그 병 이리 줘.,
ho592_sa,ちょっと場所が悪いな。,"Это, вероятно, не лучшее место.",这个位置不太好。,이 자리는 좀 별로네.,
,あっちから投げよう。,Нам стоит швырнуть его вон оттуда.,还是从那边丢过来吧。,저기서 던지는 게 좋겠다.,
,ビンをくれ。,Давай сюда этот этанол.,瓶子给我。,병 이리 줘.,
ho593,う、うん。,"Э-э, раз ты так говоришь…",啊，好。,"그, 그래.",
,\C[1]（投げ……？）,\C[1](Он только что сказал «швырнуть»?),\C[1]（丢……？）,\C[1](던진다고……?),
hi0492,そうだな。ここじゃ危険だ。,Не-а… На таком расстоянии нам крышка.,我看看。在这里太危险了。,"그러게, 여기서 하면 위험하겠어.",
,あっちから投げよう。,Давай швырнём его вооон оттуда.,从那边丢过来吧。,저기서 던지는 게 좋겠다.,
ho594,よーし。,"Ладно, партнёр. Давай сделаем это.",好！,좋아.,
,ねらいを定めて……,Готовься… Целься…,瞄准目标……,목표를 정하고……,
ho595,……今のうちだな。,"…Хорошо, теперь наш шанс.",……趁现在。,……지금이야.,
,通路に出てみようぜ。,Давай сваливать отсюда.,我们到通道里去吧。,통로로 나가 보자고.,
ka010,「窓の外をよくご覧ください！,"«Что ты видишь, когда смотришь из",“请看！窗外是不是有一颗,"""창밖을 잘 보세요!",
,　青く光るキューブを見つけられますね？,окна? Если ты заметила светящийся синий,发着幽幽蓝光的立方体呢？,푸르게 빛나는 큐브가 보이시나요?,
,　これは、学園船の衛星Ｒです。」,"куб, ты нашла Орбит-Р Гимназии!»",那是我们学舰的卫星R。”,"그건 학원선 위성 R이랍니다.""",
ka011,「衛星Ｒは、船内の掃除Ｒと連携して,"«Орбит-Ры работают вместе с ЧИСТ-Рами,",“卫星R的主要功能，是与船上清洁R联动，,"""위성 R은 선내 청소 R과 연동해",
,　窓をきれいにします。」,чтобы наши окна были чистыми до скрипа!»,维持各船体舷窗的洁净哦。”,"창문을 청소한답니다.""",
hi0593,カメラズーム,Приблизить,镜头拉近,카메라 확대,
ka012,掃除Ｒを集めさせる,Собрать ЧИСТ-R,命令清洁R集合,청소 R을 모은다,
ho596,そっちへ出ると見つかるぞ。,"Если пойдёшь туда, они тебя найдут!",你从那边出去会被发现的。,그쪽으로 나가면 들킬 거야.,
,おれたちは通路へ出てみようぜ。,Нам нужно выбраться в коридор.,我们到外面的通道里去吧。,우리는 통로로 나가자.,
ho596a,そっちへ出ると見つかるぞ。,"Если пойдёшь туда, они тебя найдут!",你从那边出去会被发现的。,그쪽으로 나가면 들킬 거야.,
,おれたちは通路へ出てみようぜ。,Нам нужно выбраться в коридор.,我们到外面的通道里去吧。,우리는 통로로 나가자.,
ho601,……傷が開いてるな。,Ох... Твои раны снова открываются.,……你的伤口裂开了。,......상처가 벌어졌어.,
,一旦どこかで休んだ方がよさそうだ。,"Как насчёт того, чтобы найти место для передышки?",看来最好找地方休息一下。,일단 쉴 곳을 찾는 게 좋겠는걸.,
ho602,休憩……,"Мм, мне бы отдохнуть...",休息……,쉴 곳이라......,
hi0584,……見つけた。,Нашла!,……找到了。,......찾았어.,
,「Dorm sesame - 0643」だ。,Это «Общага сезам - 0643».,是“Dorm sesame - 0643”。,Dorm sesame - 0643이야.,
hi0585,えっ……？,"Погоди, как ты—",哎……？,뭐......?,
hi0586,ハッキングには,"Чтобы её взломать, тебе понадобится",你破解的时候，,해킹을 하려면,
,R-codeが必要なんだろ？,"Р-код, верно?",不是需要R-code吗？,R-codes가 필요하다며?,
,さ、ドアを開けてくれ。,"Будь другом, открой её для меня!",来，快把门打开吧。,"자, 문을 열어 봐.",
hi0587,……\.\.わかったよ。,…Ладно.,……\.\.知道啦。,......\.\.알았어.,
hi0588,ドアロック解除,Отпереть дверь,打开门锁,문의 잠금 장치를 해제한다,
hi0589,トラップ解除,Обезвредить ловушку,解除陷阱,함정 해제,
hi0591,……扉の端にR-codeを見つけた。,На краю двери есть Р-код.,……在门的角落里找到了R-code。,문 끝부분에서 R-codes를 찾았다.,
hi0592,ついでにトラップも解除しておこう。,Заодно я обезврежу и ловушку тоже.,顺便把陷阱也一并解除了吧。,하는 김에 함정도 해제해야겠다.,
,……よし、これで危険が減るはずだ。,Теперь мы должны быть в безопасности.,……好，这样应该能放心一点。,"……됐어, 이제 위험 요소는 없을 거야.",
hi0592_sa,ついでにトラップも解除しておこう。,Заодно я обезврежу и ловушку тоже.,顺便把陷阱也一并解除了吧。,하는 김에 함정도 해제해야겠다.,
,よしこれで安心だ。,Теперь мы должны быть в безопасности.,好，这下就没事了。,"좋아, 이제 괜찮을 거야.",
ho603,その傷じゃ危ないぞ。,Только не с такими ранами.,你那伤不管的话太危险了。,"그 상처, 그대로 두면 위험해.",
,どこかで休もう。,Давай найдём безопасное место.,找个地方先休息吧。,쉴 곳을 찾아보자.,
ho604,\C[1]（ここだけ開けると危ないな。,"\C[1](Они найдут нас, если это единственный",\C[1]（只打开这里有点太明显了。,\C[1](여기만 열려 있으면 위험할 거야.,
,寮の全部屋のロックを同時解除しておこう）,"замок, который я открою. Я отопру всю общагу.)",保险起见，把全宿舍的门锁都解除吧）,다른 기숙사 방 자물쇠도 전부 열어 두자),
ho605,……何か、止血できるもの。,"Мне нужно что-нибудь, чтобы остановить кровотечение.",……有没有什么能止血的东西？,......지혈할 게 필요해.,
,布とか……,"Может, тряпка или полотенце...",哪怕布头也好……,하다 못해 천이라도...,
,,,,,
ho606,\C[1]（ベッドのシーツか。,\C[1](Ага... Простыни подойдут.,\C[1]（床单？,\C[1](침대 시트네.,
,　そうだ、これを破れば……）,Я могу порвать их на самодельный бинт.),对了，可以撕开……）,"그렇지, 이걸 찢으면......)",
ho607,う……,Хнгх...,呜……,윽......,
ho608,大丈夫か？,"Ты в порядке, приятель?",还行吗？,괜찮아?,
,手伝ってやろうか。,Помощь нужна?,我来帮你吧。,도와 줄까?,
ho609,……別に。,...Я в порядке.,……不用。,......됐어.,
,怪我は慣れてるから、,"К этому моменту я уже привыкла к тому,",我习惯了。,이 정도 상처는 익숙하니까.,
,１人の方がやりやすい。,что меня бьют. Я справлюсь сама.,自己来更好包扎。,혼자 하는 게 편해.,
ho609_sa,……怪我は慣れてるから。,"К этому моменту я уже привыкла к тому,",……我习惯了。,……이 정도 상처는 익숙하니까.,
,１人の方がやりやすい。,что меня бьют. Я справлюсь сама.,自己来更好包扎。,혼자 하는 게 편해.,
ho610,ふーん。,Как знаешь...,是么。,흐음.,
ho611,ところで、おまえ。,"Знаешь, ты тут довольно известна.",哦，话说，,"그건 그렇고, 너.",
,ジョバンニ・スタイラスだよな。,Та самая Джованни Стилус.,你是乔班尼·斯泰拉斯没错吧？,"조반니 스타일러스, 맞지?",
,あの有名な。,Эмиль постоянно о тебе говорил.,很出名的那个。,유명하던데.,
ho612,エーミールからよく聞いてたよ。,"Я слышал, у тебя мозгов хватает, но",埃米尔经常提起你。,에밀에게서 자주 이야기를 들었거든.,
,「人間スコア最低の少年」――,"с везением ужасно. Должно быть, хреново иметь",“人类评分最低的男生”——,최하 인간 스코어 보유자......,
,頭は良いのに、いろいろと大変なんだってな？,худший человеческий балл за всю историю.,据说你脑子很好用，但是过得很辛苦啊？,"머리는 좋은데, 여러모로 험한 꼴을 당했다며?",
ho613,知られてたんだ。光栄だな。,Отлично... Моя репутация бежит впереди меня.,你知道我？那真荣幸。,유명하다니 영광이네.,
,そっちこそ有名な「カムパネルラ」じゃないか。,"Но если кто из нас и «знаменит», так это ты.",不过你才是“传说中的康帕聂拉”吧？,"너야말로 그 유명한 ""캄파넬라""면서.",
ho614,僕も君を知ってるよ。,Посмотри на себя. Великий Кампанелла.,我也知道你。,나도 네가 누구인지는 알아.,
,人間スコア学内最高で、女子生徒達の王子様。,Мистер Высокий Балл Сияющая Звезда... Твои фанаты,人类评分全校第一，女生心目中的王子殿下。,"최고 인간 스코어 보유자에,",
,……話す機会なんて一生ないと思ってた。,"с пеной у рта встречают тебя, когда видят.",……本来以为跟你一辈子都不会有交集。,여학생 사이에서는 왕자님으로 통하지.,
,,,,......평생 이야기할 기회가 없을 줄 알았어.,
ho615,でも、そうか。,"Я удивлена, что ты вообще знаешь о моём существовании...",不过，,"하지만, 그렇구나.",
,エーミールさん……,...Погоди. Эмиль говорил обо мне?,你刚才说埃米尔会长……,에밀 씨가......,
ho616,……あの人が、僕の話を。,"Эмиль, говорил обо мне. Ого. Не могу",原来……他跟你提过我啊。,......그 사람이 내 이야기를 했구나.,
,嬉しいな。,поверить... Это так круто.,好开心。,기쁘네.,
ho617,げっ……,"М-да уж... Только не говори, что он и тебя затащил",恶……,으엑......,
,おまえ、あいつの信奉者か？,в свой культ студсовета?,你该不会是那个家伙的信徒吧？,"너, 그 자식 신봉자냐?",
ho618,信っ……！,Культ...?,信！……,신봉자라니...!,
,そ、そんなんじゃないけど。,"Нет, Эмиль никого не обманывает!",不、不是那种啦。,"그, 그런 거 아니야.",
ho619,エーミールさんは……底辺生活だった僕を,Просто... я всем ему обязана.,当初，是会长……找到了过着底层生活的我，,에밀 씨는...... 밑바닥 생활을 하던,
,見つけ出して、ここに連れてきてくれた……,"Когда я была на самом дне, он приютил меня.",把我带来这里……,"날 찾아, 여기로 데리고 온...",
,恩人なんだ。,Я здесь благодаря ему. Он спас меня.,他是我的恩人啊。,은인이거든.,
ho620,生徒会の仕事で忙しいだろうに。,"И хотя я знаю, как он занят своими",学生会的工作肯定很忙，,"학생회 일로 바쁘실 텐데,",
,学校に入ってからも、いつも僕を,"обязанностями президента студсовета, он",但是在我入学之后，,여기로 온 뒤에도 언제나 날,
,気にかけてくれて……,"всегда находил время, чтобы быть рядом со мной.",会长还是对我照料有加……,챙겨 주셨지......,
ho621,宇宙には優しい人もいるんだって、,"Я уже начала думать, что в этой вселенной не осталось",自从认识他，我才知道，,우주에 상냥한 사람도 있다는 걸,
,初めて知ったよ。,доброты... пока не встретила его.,原来这宇宙之内也是有好人的。,그때 처음 알았어.,
ho622,……,...,……,......,
,底辺生活か。,"Когда ты была на самом дне, да?",底层生活啊。,밑바닥 생활이라.,
ho623,そういやおまえ……,"Ты одна из выживших, не так ли?",说到这个……,"그러고 보니, 너……",
,あの＂事故＂の生き残りなんだっけ。,После «несчастного случая» на Граккис Прайм.,你是那起“坍塌事故”的幸存者吧？,"그 ""사고""의 생존자, 맞지?",
,母親と２人で。,"Я слышал, выбрались только ты и твоя мама.",你，还有你母亲。,어머니와 둘이서 말이야.,
ho623_sa,あの＂事故＂の生き残りなんだっけ。,После «инцидента» на Граккис Прайм.,你是那起“坍塌事故”的幸存者吧？,"그 ""사고""의 생존자, 맞지?",
,母親と２人で。,"Я слышал, выбрались только ты и твоя мама.",你，还有你母亲。,어머니와 둘이서 말이야.,
ho624,……\.\.,...\.\.,……\.\.,……\.\.,
ho625,そうだけど。\.,"Да, но...\.",是倒是。\.,"맞아, 하지만......\.",
,……母さんは、とても＂生き残り＂とは,"Моя мама до сих пор не выбралась, на самом деле.",……虽然我妈妈的状态，不太算是“幸存”。,"엄마도 ""생존자""라 할 수는 없을 것 같아.",
,言えないかな。事故以来、目を覚まさないし。,Она в коме с того самого дня.,那天以后，她就一直昏迷不醒。,사고 이후 지금까지 깨어나지 않으셨으니까.,
ho626,……母さんは……\.\.事故が起きた時、,"Когда произошёл обвал, моя мама...\.\.",……她……\.\.当时，为了保护我……,"사고가 일어났을 때, 엄마는……\.\.",
,僕を庇うために瓦礫の下敷きになって、,"Она пожертвовала собой, чтобы спасти меня.",自己被压在瓦砾底下。,"날 감싸려다 잔해에 깔려, 생명이 위태로울",
,生きていられないくらいの大怪我をした。,Её тело раздавило обломками...,伤得非常重，命差点没保住。,정도의 큰 부상을 입으셨어.,
ho627,……重傷、\.か。,"Раздавило...? \.О, боже...",她受了重伤啊…\.…,"......중상,\. 이셨구나.",
,じゃあ今は……,Она...?,那她现在，是在……,"그럼, 지금은......",
ho627_sa,"今は……？
",Она...?,那她现在……？,지금은……?,
ho628,今は……,"Нет... Но то, что она выжила, – это чудо.",她现在……,지금은......,
,病院で、治療を受けている……,Она всё ещё на лечении в больнице.,躺在医院里，接受治疗……,병원에서 치료를......,
,……はずだけど……,"Или, по крайней",……应该是这样的……,...... 받고 계셔야 하는데......,
ho628_sa,病院で、治療を受けている……,Она всё ещё на лечении в больнице.,躺在医院里，接受治疗……,병원에서 치료를……,
,……はずだけど……,"Или, по крайней мере, была...",……应该是这样的……,받고 계셔야 하는데……,
ho629,けど？,А? Что ты имеешь в виду?,应该？,.....그런데?,
ho630,分からない。\.\.僕のスコアは……,"Я не уверена, \.\.но когда мой балл рухнул,",我没法确定。\.\.毕竟……,모르겠어. \.\.내 스코어는 방금 전에......,
,こんなことになっちゃったわけだし。,мне урезали льготы. Потом Р,我的评分都变成这样了。,이 꼴이 되었으니까.,
,無事なのかどうかも……,"взбесились... Я просто надеюсь, что с мамой всё в порядке.",不知道她有没有事……,무사하실지 어떨지......,
ho631,……\.\.僕たち、,"\.\.И теперь, когда мы перешли эту черту...",……\.\.以后，,"......\.\.있지, 우리는......",
,これからどうなるんだろう。,"Кто знает, что с нами будет?",我们到底会怎么样啊？,앞으로 어떻게 될까?,
ho632,スコア、な……,"И всё из-за твоего балла, да...?",评分啊……,"스코어, 말이지......",
ho633,なあ。ジョバンニ。,"Позволь мне кое-что спросить, Джованни.\!",喂，乔班尼。,"저기, 조반니.",
,おまえ、カレルレンが憎いか？,Ты ненавидишь Кареллена?,你恨卡列伦吗？,"너, 카렐렌이 밉냐?",
ho633_sa,ジョバンニ。,Джованни.,乔班尼。,조반니.,
,おまえ、カレルレンが憎いか？,Ты ненавидишь Кареллена?,你恨卡列伦吗？,"너, 카렐렌이 밉냐?",
ho634,え？,А?,啊？,뭐?,
ho635,元はと言えば、,Скажу так...,归根结底，,원인을 따져 보면 너는,
,カレルレンの決めたスコアのせいで,"Причина, по которой ты страдаешь, в том,",不就是因为卡列伦搞出来的那什么评分，,카렐렌이 정한 스코어 때문에,
,そんな状況になってるわけだろ。,что Кареллен что-то решил за тебя.,才让你们过得那么惨。,이런 꼴을 당하고 있잖아.,
ho636,理不尽だと思わないか？,"Тебе не кажется, что это несправедливо?",你不觉得很没道理吗？,불합리하다는 생각 안 들어?,
ho637,別に。,Не особо.,不啊。,그다지.,
,僕のスコアが低いのは父さんのせいだろ？,"В том, что у меня такой низкий балл, виноват мой отец.",我评分低不都是我爸造的孽吗？,내 스코어가 낮은 건 아빠 때문이잖아?,
,,,,,
ho638,事故だって……\.\.\.,"А что до обвала, \.что ж...\.\.\.",再说，坍塌事故……\.\.\.,그 사고 역시……\.\.\.,
,…\.…\.ただの偶然なわけだし。,\.\.Это был просто ужасный несчастный случай.,…\.…\.也只是我们比较倒霉。,…\.…\.그저 우연일 뿐이야.,
ho639,じゃあ、もし。,"А что, если нет?",那，如果说，,"그럼, 만약에 말이야.",
,その事故がわざとなら？,Что если это всё было частью его плана?,那次坍塌根本不是事故呢？,일부러 사고를 냈다면?,
ho640,\C[1]（わざと……）,\C[1](Если Кареллен хотел нас уничтожить...?),\C[1]（故意……）,\C[1](일부러......),
ho641,あくまで仮定の話だ。,"Конечно, это всего лишь теория.",只是个假设，你回答一下。,어디까지나 가정이야.,
ho642,……,...,……,......,
,もし、わざとなら……,"...Если за тем, что случилось, стоял Кареллен...",假如，是它故意做的……,만약 일부러 그랬다면......,
ho642_to,もし、わざとなら……,"...Если за тем, что случилось, стоял Кареллен...",假如，是它故意做的……,만약 일부러 그랬다면......,
ho643,……許せるわけないよ。,"Я бы сделала всё, чтобы отомстить.",……那我怎么可能放过它？,......용서하지 않을 거야.,
,絶対に。,Эта тварь бы заплатила.,绝不可能。,절대로.,
ho644,……だけど……,Но даже если бы это было правдой... Я бы всё равно,……但是……,하지만......,
,カレルレンと同じくらい、,"винила одного человека так же сильно, как Кареллена.",关于这件事，要怪的不止卡列伦。,카렐렌을 용서할 수 없는 만큼,
,僕自身も許せない。,И этот человек – я. Я трусиха.,我也没法原谅我自己。,나 자신도 용서할 수 없어.,
ho645,事故が起きた時。,"Когда всё рухнуло, я так",房子塌了的时候，,"사고가 일어났을 때,",
,あの時――怖くて、ただ母さんの,"испугалась. Я даже думать не могла. Всё, что я могла,",我实在太害怕了……,그때 난… 너무 무서워서…,
,言う通りに逃げることしかできなかった。,"это бежать, как велела мне мама.",只能听妈妈的话，自己一个人逃。,엄마 말대로 도망칠 수밖에 없었어.,
ho646,今回もそうだ。,И посмотри на меня. Сейчас я ничем не отличаюсь.,这次也一样。,이번에도 그래.,
,結局、逃げることしかできてない。,До сих пор убегаю...,到头来，我能做的还是只有逃跑。,결국 도망칠 수밖에 없었어.,
,……悔しいよ。,Знаешь... Я ненавижу эту часть себя.,……我很不甘心啊。,……너무 분해.,
ho646_to,今回もそうだ。,И посмотри на меня. Сейчас я ничем не отличаюсь.,这次也一样。,이번에도 그래.,
,結局、逃げることしかできてない。,До сих пор убегаю...,到头来，我能做的还是只有逃跑。,결국 도망칠 수밖에 없었어.,
ho647,……\.\.悔しいよ。エーミールさんに助けられて……,"\.\.Я ненавижу то, кем я стала. Эмиль спас меня,",……\.\.我很懊悔啊。埃米尔会长帮我那么多……,"......\.\.에밀 씨의 도움을 받다니, 너무 분해......",
,寄宿舎なんかでぬくぬく過ごして、,а я плыла по течению в своей комфортной общажной жизни.,结果我在宿舍过了几天舒服日子，,"기숙사에서 편하게 지내다 보니,",
,甘ったれのクソ野郎になっちゃったんだ。,Принимая всё как должное.,就成了一个养尊处优的混蛋。,응석만 부리는 바보가 되어 버릴 줄이야.,
ho648,……\.\.,...\.\.,……\.\.,......\.\.,
,これからはもう失敗しない。,Но я больше не совершу ту же ошибку.,我今后不会再失败了。,더는 실패하지 않을 거야.,
ho648_sa,これからはもう失敗しない。,Но я больше не совершу ту же ошибку.,我今后不会再失败了。,더는 실패하지 않을 거야.,
ho649,僕は、,Я буду жить полной жизнью...,能活几天，我就会拼命活。,이제부터 난……,
,生きられるだけ、生きてやる。,,,목숨이 붙어있을 때까지 살아남겠어.,
ho649_sa,生きられるだけ、生きてやる。,Я буду жить полной жизнью...,能活几天，我就会拼命活。,목숨이 붙어있을 때까지 살아남겠어.,
ho650,ハッキングだって、,"И если мне придётся пробиваться по жизни взломом,",要破解的时候……,해킹도……,
,……\.\.全力でやってやる。,"...Я буду лучшим чёртовым хакером, каким только смогу.",我也一定会用上看家本事。,전력을 다해 사용할 거야.,
ho650_sa,ハッキングも,"И если взлом – это то, что мне нужно делать, то",如果要破解什么东西，,해킹 역시,
,全力でやってやる。,"я буду лучшим чёртовым хакером, каким только смогу.",我也一定会用上看家本事。,전력을 다해 사용할 거야.,
ho651,ジョバンニ、,"Блин, Джованни...",乔班尼，,조반니.,
,おまえ、……,Если быть с тобой до конца честным...,你这人……,너......,
ho652,……\|いいな。,Я немного завидую.,……\|真不错。,......\|괜찮은 녀석이잖아.,
ho653,はあ？,"А? Ты, завидуешь мне?",啊？,......뭐?,
ho654,ああ、……そうだな。,"Да, ну... Думаю, можно сказать...",是啊……你说得对。,그럼...... 그래야지.,
,それこそが、人間だよな……,"Мне просто нравится, насколько ты несовершенна.",那样才是人类嘛……,인간이라면 말이야......,
,ジョバンニ、おまえ人間らしいなあ！,"Но это как раз то, что значит быть человеком!",乔班尼，你这家伙，真像个人类啊！,"조반니, 너 정말 인간답구나!",
ho655,そうだ、それでいいんだよ。,И именно поэтому я не позволю этому ИИ-мудаку,这就对了，这样就可以了。,"그래, 그러면 돼.",
,道具に殺されるなんて間違ってる。,и его выскочкиным гаджетам убить тебя.,乖乖等着工具来杀自己才是错的。,"도구 손에 죽어야 하다니,",
,絶対に。,Я обещаю.,大错特错。,그건 잘못된 거야. 절대로.,
ho656,間違いを許すわけにはいかない。,"Провал – не вариант. Поняла, подруга?",我们不能坐视这种错误继续存在。,잘못된 것은 그냥 두면 안 돼.,
,正さなきゃならない。,Мы должны всё исправить.,必须要去纠正它才行。,바로잡아야지.,
ho657,え、……あ？,Э...а?,诶、……啊？,"잠깐, 뭐......?",
hi0590,……\.\.,...\.\.,……\.\.,......\.\.,
,ジョバンニ。,Джованни.,乔班尼。,조반니.,
ho658,おまえの戦いは、おまえだけのものじゃない。,"Эта битва... Она намного больше, чем мы.",你的反抗不只属于你一个人。,네 싸움은 너 혼자만의 일이 아니야.,
,＂人間＂の戦いなんだ。,Это ради всей человеческой расы.,这是全“人类”的战斗。,인간을 위한 싸움이니까.,
,,,,,
ho658_sa,おまえの戦いは、おまえだけのものじゃない。,"Эта битва... Она намного больше, чем мы.",你的反抗不只属于你一个人。,네 싸움은 너 혼자만의 일이 아니야.,
,＂人間＂を取り戻す戦いなんだ。,"Речь о том, чтобы вернуть нашу человечность.",这是一场夺回“人类”的战斗啊。,인간의 존엄을 되찾는 싸움이니까.,
ho659,＂人間＂として。,"Ты должна продолжать сражаться, несмотря ни на что.",所以，你可一定要活下去啊。,"인간으로서,",
,必ず生き延びてくれ。,"Продолжай жить... ради того, что правильно.",以一个“人类”的身份。,반드시 살아남아야 해.,
ho659_sa,この宇宙のために。,На кону судьба вселенной.,为了这个宇宙，,이 우주를 위해……,
,必ず生き延びてくれ。,"Так что продолжай жить... ради того, что правильно.",你可一定要活下去。,꼭 살아남아야 해.,
ho660,……,...,……,......,
ho661,さて、そろそろ血も止まっただろ？,"Кровотечение остановилось, так что, думаю,",好啦，血差不多止住了吧？,"자, 이제 출혈은 멎었지?",
,急ごうぜ！,хватит болтать. Пошли!,我们抓紧吧！,서두르자!,
,エントランスはすぐ近くだし！,Выход прямо впереди.,门厅就在前面了！,입구는 근처에 있을 거야!,
ho662,う、うん……,Э-э...,啊，嗯……,"아, 응......",
,……わかったよ。,Л-Ладно...,……知道了。,......알았어.,
ho663,ムーヴェーター。,Так это и есть транспортёр. Наш путь,移形升降梯。,공간 엘리베이터야.,
,これに乗れば、寮の外へ……,из общаги...,只要搭上这个，就能离开宿舍……,"이걸 타면, 기숙사 바깥으로......",
ho664,へ……,А...?,咦……,어......,
,\C[1]（人間？）,\C[1](Это... человек?),\C[1]（有人？）,\C[1](사람인가?),
ho665,――ひっ！？,Ого!,――噫？！,......히익?!,
ho666,……,...,……,......,
ho667,人間か。,А. Ты человек.,是人类啊。,인간인가.,
ho668,はは！　いいところに来たな！,Хех! Ты как нельзя кстати.,哈哈！来得真是时候！,하하! 딱 맞춰 왔네!,
,単調な二進法くん達ばっかりで,"Ты ПОНЯТИЯ не имеешь, какие скучные эти",一路上碰见的全是二进制蠢蛋，,단순한 이진법 녀석들만 상대하느라,
,飽きてきたところだったんだ！,неуклюжие боты! Просто ужасная компания.,我正嫌没劲呢！,슬슬 질리던 참이었거든!,
ho669,遊ぼうぜ！,"Ты ведь меня не разочаруешь, а?",来陪我玩吧！,놀아보자고!,
ho670,あれ……\.\.,А...?\.\.,奇怪……\.\.,어라......\.\.,
,効かない？,Не работает...,没用？,안 먹히네?,
ho671,……,...,……,......,
ho672,……,...,……,......,
ho673,ロックを！,"Джио, замок!",赶快锁门！,잠금장치를 닫아!,
ho674,\{\{逃げよう！,\{\{Беги!,\{\{咱们开溜！,\{\{도망치자!,
ho675,へ……,Ч-Что...?,啊……？,뭐......?,
ho676,追いかけっこ再開だ！,Мы снова играем в салки!,鬼抓人加时赛！,술래잡기를 계속하자고!,
,行くぞ、ジョバンニ！,"И поверь мне, ты не захочешь водить!",预备跑了，乔班尼！,"가자, 조반니!",
ho677,……,...,……,......,
