翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
trainC7,いいから貸せ！,"Да пофиг, просто дай сюда!",别问了，拿来给我！,됐으니까 이리 줘!,
,人間でいたいなら、そいつの思い通りになるんじゃない！,"Хочешь остаться человеком? Не делай того, чего оно хочет!",你要是还想接着当人，就别傻乎乎中它的奸计！,인간답게 살고 싶다면 놈의 뜻대로 움직여서는 안 돼!,「そいつ」はカレルレンのことですが、明示してませんのでいい感じにしてください
trainC8,PCを開く,Открыть ПК,打开电脑,PC를 연다,
trainC9,PCをカムパネルラに渡す,Отдать ПК Кампанелле,把电脑给康帕聂拉,캄파넬라에게 PC를 넘긴다,
trainC10,（母さん……）,(Мама...),（妈妈……）,(엄마……),
trainC31,ジョバンニ、久しぶり。,,,,
,今どこにいるの？,,,,
,会いたいな。,,,,
trainC21,"……何だ？　今の……
",А...? Это был... мой...,"……刚才那是……什么？
","방금 그건…… 뭐지……?
",
trainC22,……\.\.\.だから言ったのに。罠だって。,"...\.\.Я же говорил тебе, это ловушка.",……\.\.\.所以我才说啊，那是它的圈套。,……\.\.\.그러니까 함정이라고 말했잖아.,
trainC23,……\.\.\.分かってたのに。罠だって。,"...\.\.Я знал, что это ловушка.",……\.\.\.我明明知道的，那就是个圈套。,……\.\.\.함정이라는 걸 알고 있었는데도 당했어.,
trainC24,……くそ。あの野郎。,"Эта чертова машина... Как бы там ни было,",……可恶，那个混蛋。,"……젠장, 그 자식.",
,いつもいつも。おれの、邪魔ばかり……,она ВСЕГДА издевается надо мной...!,总是这样，总是这样，就会碍我的事……,언제나 날 방해만 하고……,
trainC25,そうだね、許せない。,Да уж. Мы не можем позволить ей и дальше это делать.,是啊，我饶不了它。,"그러게, 용서할 수 없어.",
trainC26,にしても君、ビビりすぎじゃない？,Но... почему ты такой взвинченный?,话又说回来，你反应未免太大了吧？,"그런데 너, 너무 위축된 거 아니야?",
trainC27,……え？,...Чего сказал?,……啊？,……뭐?,
trainD1,おれ達はもう戻れない。運命共同体の逃避行だな。,,,,
,仲良くやろうぜ。怪我は大丈夫そうだな？,,,,
trainD2,もう平気。医療設備があってよかった。,,,,
trainD3,……,,,,
,もう何もかも、もとには戻らないんだね。,,,,
trainD4,今さら「人間スコア」最低の生活に戻りたいのか？,,,,
,「最適化」されなくてよかったじゃないか。,,,,
trainD5,……なあジョバンニ。おれは知ってるよ。,,,,
,おまえは世紀のテロリストの息子だ。,,,,
trainD6,おまえの父親はとても「人間」らしかった。,,,,
,おれは、彼を心から……,,,,
trainD7,……悪いけど、僕の前でこれ以上,,,,
,あいつの話をしないでくれるかな。,,,,
trainD8,そんなに父親が嫌いなのか。それも、「人間」らしいな。,,,,
trainD9,でも、もう全部どうでもよくないか？,,,,
,過去なんか忘れて未来だけを見ていこうぜ。,,,,
trainD10,……僕は君と違って、,,,,
,「未来」なんかを信じる異常者じゃないんだよ。,,,,
