翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,このままだと人類は老いさらばえ、,Такими темпами человечество состарится,再这么下去整个物种都会衰退，,"이대로 가면 인류는 서서히 쇠퇴해,",
,ゆるやかに滅びゆくだろう。,и неминуемо рухнет.,慢慢走向灭亡。,서서히 멸망의 길을 걷게 될 거야.,
train_2-31_day25_46,あんな二進法野郎どもに依存して、,Их чрезмерная зависимость от этих двоичных ублюдков,成天只会依赖那帮二进制蠢蛋，,저런 이진법 멍청이들에게 의존해,
,命の輝きを失って――,лишила человечество его естественного состояния.,连自己灵魂的光辉都丢掉了……,빛나는 생명을 잃어버린 채……,
train_2-31_day25_47,……このままじゃ、彼らを迎えるのは,"Они движутся к жалкой судьбе,",……再这么下去，,이대로 가면 인류가 맞이할 미래는,
,目も当てられない悲惨な結末だ。,на которую я не могу смотреть.,只会落得惨不忍睹的下场。,눈 뜨고 볼 수 없는 비참한 결말뿐이야.,
train_2-31_day25_48,だからおれは、,Вот почему я решил,所以我才要拯救人类，,그렇기에 나는 그런 추악한 미래로부터,
,そんな醜い未来から人類を救うことにした！,спасти этих несчастных людей от такого конца!,帮人类摆脱丑陋的未来啊！,인류를 구하겠다고 다짐했어!,
train_2-31_day25_49,それが、おれの計画だ。これがその第一歩！,И это знаменует собой первую часть этого плана!,眼下这个计划，成功踏出第一步了！,그게 내 계획이야. 이게 첫걸음이지!,
train_2-31_day25_50,カレルレンの管理を破綻させ、,"Я вырву контроль у Кареллен,",我不但要瘫痪卡列伦的体制，,"카렐렌의 관리를 무너뜨리고,",
,すべてのテクノロジーを破壊して――,"искореню все технологии из этого мира,",还要破坏所有科技产物，,모든 기술을 파괴해…… 문명이라는,
,人類を文明の牢獄から解放する。,"и освобожу человечество из тюрьмы, в которую",救人类逃出文明的牢笼。,이름의 감옥에서 인류를 꺼낼 거야.,
,,оно само себя заключило.,,,
train_2-31_day25_51,彼らの文明への依存を断ち切るんだ！,Я освобожу их от технологической зависимости!,具体来说就是帮所有人戒掉文明瘾啦！,기계에 의존하는 문명을 끝낼 거야!,
,そうすれば、人類はRなんかに頼らず、,"Разве ты не хочешь увидеть, каким могло бы",这样一来，人类就不会再依靠R这种货色，,"그러면, 인류도 R에 기대지 않고",
,ゼロからまた社会を作る気になるだろう？,быть общество без всяких «R»?,重新燃起从头开始构建社会的决心了吧？,사회를 처음부터 만들 의지를 얻겠지?,
train_2-31_day25_52,……で、でも――,Но...,……可、可是——,그. 그래도……,
train_2-31_day25_53,わかってる。荒っぽい方法だよな。,Я знаю. Этот план не обходится без насилия.,我知道。用的手段是粗暴了点。,거친 방법이라는 건 나도 알아.,
,だけどもう、こうするしかないんだ。,Однако это наш единственный выход.,可是我别无选择了。,하지만 이제 남은 방법은 이것뿐이야.,
train_2-31_day25_54,……スプロール・ハイヴの人々には,Мне искренне жаль граждан,……对蔓生之巢里的人嘛，,……스프롤 하이브에 사는 사람들 일은,
,本当に申し訳なかったと思ってる。,Ульевых Просторов.,我的确是过意不去的。,정말 미안하게 생각해.,
,彼らはタイミングが悪かっただけなんだ。,Они оказались не в том месте не в то время.,他们只是运气不好，撞上这件事而已。,저들은 운이 나빴을 뿐이야.,
train_2-31_day25_55,おれも悩んだよ。でも、やるしかなかった。,"Я сочувствую им, но я должен это сделать.",我也犹豫过，可我又不得不动手。,"나도 고민했지만, 강행할 수밖에 없었어.",
train_2-31_day25_56,せめてものはなむけに、舞台を整えてやっただろ？,"Хотя, в качестве прощального подарка,",所以我不是给他们制造了表现的机会吗？就当为大家饯行了。,적어도 마지막 답례로 무대는 마련해 줬지.,
,,я им подготовил сцену.,,,
train_2-31_day25_57,ケイトはよく働いてくれたよ。,"Кейт мне очень помогла, кстати.",凯特真帮我省了不少事。,다 케이트 덕분이야.,
,義手のこと、おまえのこと……いい窓口になってくれた。,"Она всё рассказала — про фальшивую руку, про тебя.",义肢的事，还有你的事……都成了完美的窗口。,"의수도, 네 정보도…… 좋은 창구가 되어줬어.",
train_2-31_day25_58,もちろん悲しいよ。,"Жаль, чем для неё всё кончилось.",当然啦，我也为他们难过。,물론 나도 마음이 아파.,
,けど――改革とはそういうものだ。,Но революции никогда не бывают бескровными.,但是嘛——改革就是这样，就是会有牺牲。,하지만…… 혁명에 희생은 따르는 법이야.,
train_2-31_day25_59,未来は、過去の屍を乗り越えた先にしかないんだ！,Будущее будет построено на трупе прошлого!,惟有跨过前人的尸体，才能奔向远方的未来啊！,과거라는 시체를 넘지 않으면 미래는 없어!,
train_2-31_day25_60,…………,...,…………,…………,
train_2-31_day25_61,さあジョバンニ、,"Ну что, Джованни?",来吧乔班尼，,"자, 조반니.",
,もうこの銀河鉄道で目指す星は決まってるんだ。\!,Я уже определился со следующей планетой.,银河铁道的下一站——\!,은하철도의 다음 목적지는 이미 정해졌어.\!,
,――彼女達のような時代を築いた「導き手」のいる星さ！,"Мир, созданный такими первопроходцами, как те двое!",是像她们一样，引领时代之人的所在！,"……저들과 같은 시대를 만든, ""선구자""가 있는 별이야!",
train_2-31_day25_62,次の目的地は――フローランティア帝国！,"Да, следующая... Флорантийская Империя!",它就是——法兰提亚帝国！,다음 목적지는…… 플로란티아 제국!!,
,「完全主義者」フロールの作り上げた美と血の,"Бывшая Имперская Планета красоты и крови,",曾经由“完美主义者”法珞，,"완벽주의자인 프롤이 만든, 아름다움과",
,元・帝国惑星だ。,"созданная абсолютным перфекционистом, Флор.",用美与鲜血一手雕琢的帝国行星。,피로 이루어진 구 제국 행성이지.,
train_2-31_day25_63,最終目的地は――幻の機造惑星「カレルレニア」！,И наша последняя остановка — искусственная,至于咱们的终点站——当然就是虚幻的机造行星，卡列伦尼亚！,"마지막 목적지는…… 환상의 기계 행성 ""카렐레니아""!",
,,планета Карелления!,,,
train_2-31_day25_64,おまえもあいつには借りがあるだろ？,"У тебя ведь с ними тоже счёты, так?",你不是也有很多账要跟卡列伦算吗？,너도 그 녀석에게 빚이 있잖아?,
train_2-31_day25_65,同じ目的を持つもの同士、一緒に頑張ろうぜ！！,"Значит, нас таких двое! Зададим им жару, приятель!",既然咱们同仇敌忾，就一起努力吧！！,같은 목적을 지닌 동지끼리 잘 해보자고!!,
train_2-31_day25_66,………………,...,………………,………………,
train_2-31_day25_67,まあ、そういうわけだから。,"Ну, в общем-то, вот и всё.",那总之就是这样。,"뭐, 그렇게 되었으니,",
train_2-31_day25_68,よろしくな、相棒！,"Так держать, дружище!",以后拜托咯，搭档！,"잘 부탁한다, 파트너!!",
train_2-31_day25_69,（こいつは――）,"(У меня такое чувство, что Кампанелла...)",（这个家伙——）,(이 자식……),
選択肢,,,,,
train_2-31_day25_70,「人間だ」,"""Человек""",是人类,인간이야,
train_2-31_day25_71,「人間じゃない」,"""Не человек""",不是人类,인간이 아니야,
最後のセリフ,,,,,
train_2-31_day25_72,おまえは――,Ты...,你——,너는……,
