翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,出力は一般の製品から変わってない。,"сигнал не сильнее, чем у стандартных",但是功率跟市面上那些没区别。,출력은 일반 젬과 다르지 않아.,
,,моделей.,,,
2nd2ho135,ここの牢屋のジャミング設備なら、,Связь здесь полностью заглушена.,牢房里的干扰机一开，,이 감옥의 방해 설비 정도로도,
,通信はまず間違いなく不可能だ！,Он не сможет никому написать наружу.,他是绝对不可能跟外面通讯的！,외부 통신은 확실히 불가능해!,
2nd2ho136,だったら殺したって,Мы не можем рисковать... Единственный,照你这么说，,그렇다면 죽여도,
,バレない……,верный способ заставить его замолчать –,我一刀杀了他也不会……,들키지 않고 끝낼 수……,
,,это убить его.,,,
2nd2ho137,ダメだ！！,"Нет, чёрт побери! Мы никого не убиваем!",不行！！,그건 안 돼!!,
2nd2ho138,また紅い「お客さん」を呼び寄せたいのか？,Если не хочешь накликать этих ублюдков,你又想引那些红色的“客人”来吗？,"또 붉은 ""손님""을 여기 들이고 싶어?!",
,街ごと引っ越すのはもうごめんだぞ！,"из РЭД прямо к нам на порог,",我可受够带上整条街一起逃命了！,다른 곳으로 옮기는 건 이제 지긋지긋해!,
,,забудь об этом.,,,
2nd2ho139,……思い出してくれ。,Включи голову. Один только балл этого,……你好好想想，,……잘 생각하라고.,
,こいつのスコアは、あの日にお前が殺った連中の,"парня больше, чем у всех тех, кто",你那天动手杀的那帮人，,이 녀석이 지닌 스코어는 그날 네가 죽인,
,スコアを全部足してもまだ届かないレベルだ。,"погиб в тот день, вместе взятых.",所有人的分加起来都摸不到这家伙的脚跟。,놈들의 스코어를 합해도 모자라.,
2nd2ho140,あの時だってジェム帯の電波は出てなかった！,"Нам повезло, что их НейроДжемы не послали",他们的神经宝石也完全没有发送信号！,그때도 젬에서 전파는 나오지 않았어!,
,それでも勘付かれたってことは、カレルレンは,никаких сигналов. Но даже тогда у Кареллен,但还是被发现了，所以我们才推测,"그래도 꼬리가 밟혔던 건, 카렐렌이 별도로",
,生体情報を別で確認してるって話になったろ？,были другие способы отслеживать их,卡列伦是用别的方式监测生命体征啊。,생체 정보를 확인하고 있었기 때문이었잖아?,
,,жизненные показатели.,,,
2nd2ho141,いい加減、失敗から学べ！,"Ты что, ничему с тех пор не научилась?!",都吃过那么大的亏了，你也长长记性吧！,실패에서 배우는 것도 있어야지!,
,安易な手段に走るな！,Прекрати пытаться идти по легкому пути!,别老是冲动行事！,안이한 수단에 얽매이지 말란 말이다!,
2nd2ho142,うっ……ううっ……,*Хнык* Н-н... Нгх...,呜……呜呜……,윽…… 으으……,
,\{うがあああああ！！,\{УААААААААААААА!!!,\{哇啊啊啊啊啊！！,\{으아아아아아!!!,
2nd2ho143,落ち着け、ユミ。,"Прекрати, Юми! Просто успокойся.",你冷静点，由美。,"유미, 그만 진정해라.",
2nd2ho144,リーダー！　なんでこんな奴,"Босс! Скажи ему, что я права!",首领！就这么个人渣，,리더! 어째서 이딴 자식을,
,無傷で置いとくんですか！,"Ты же знаешь, мы не можем позволить",凭什么不准我动他？,그대로 놔두는 검까!,
,やっぱ納得できねーッスよ！,этому засранцу жить!,我还是咽不下这口气！,역시 전 받아들일 수 없슴다!,
,,Док просто не слушает доводов!,,,
2nd2ho145,こっ、こいつのせいで、,Этот ублюдок заслуживает смерти!,就、就是这混蛋害的，,"이, 이 자식 때문에,",
,こいつのせいでカイトは……,Это... Это всё из-за него Кайто...,就是他害得海斗……,이딴 자식 때문에 카이트는……,
2nd2ho146,気持ちは分かるよ。,"Я понимаю, что ты чувствуешь, но его",我能理解你的心情。,마음은 이해한다.,
,けど、今は報復より情報収集の方が大事だろ？,информация важнее нашей мести...,但是眼下，收集情报比报仇重要。,하지만 지금 중요한 건 복수보다는 정보다.,
,外で頑張ってる皆のためにもさ。,Все на нас рассчитывают.,就当是为了在外面努力的同胞们。,바깥에서 노력하는 동포를 위해서라도 말이야.,
2nd2ho147,こいつの「ジェム」の多重並列運用の,"Только подумай, чего мы могли бы достичь,",要是能搞清这家伙的“宝石”是怎么,"녀석이 사용한 ""젬""의",
,仕組みが分かれば、あたし達にも応用できる,если сможем разобраться в механизме,并行运作的，,"다중 병렬 운용 방식을 파악하면,",
,かもしれない。,конфигурации его НейроДжема.,没准咱们也能依葫芦画瓢。,우리도 유용하게 쓸 수 있을 거야.,
2nd2ho148,そうなれば、,"С такой технологией на нашей стороне,",那样一来，,"그렇게 할 수 있다면,",
,ゼロデイはもっと強くなれる。,«Нулевой День» был бы непобедим.,零日的战斗力就更强了。,Zero Day의 전력도 올릴 수 있어.,
,賢いネズミは敵を利用するもんだ。,Умные крысы учатся думать как кошки.,聪明的老鼠懂得利用敌人。,영리한 쥐는 적을 이용할 줄도 알아야 해.,
2nd2ho149,で、でもっ……,Н-Но...,可、可是……！,"하, 하지만……",
2nd2ho150,\C[1]（報復……？　カムパネルラのやつ、,\C[1](Месть...? Какого черта Кампанелла,\C[1]（报仇……？康帕聂拉，,"\C[1](복수……? 캄파넬라 저 녀석,",
,ほんと、こいつらに何したんだよ……）,сделал этим ребятам?),你到底对这些人干了什么啊……）,대체 무슨 짓을 벌인 거야……),
2nd2ho151,えっ！　な、何……,Ого! Чт...?,哎？！干、干嘛……,"앗! 뭐, 뭐 하는……",
2nd2ho152,こいつもだ！　どう考えても変ッス！,Этому мелкому чудику мы тоже не можем,要我说，这家伙也很可疑！,저놈도 그렇슴다! 아무리 생각해도 괴상함다!,
,ジェムもオニクスすら使ってないなんて,"доверять! Ты серьёзно веришь, что",世上哪有人能既不用“宝石”也不用“玛瑙”，,"젬도, 오닉스도 쓰지 않다니,",
,あり得ます！？,у него нет НейроДжема? Или даже О-Никса?!,谁会相信这种鬼话？！,이게 말이 되는 소림까?!,
2nd2ho153,\C[1]（そんなこと言われても……）,\C[1](Не то чтобы это была моя вина!),\C[1]（就算你这么说……）,\C[1](그렇게 따져봤자……),
2nd2ho154,こいつは、ドクが裸にひん剝いてから,"Док провел ему полное сканирование. КТ,",我之前也让大夫把他剥光，,이 녀석은 전부 벗긴 뒤에 독에게,
,ＣＴもＭＲＩもとってたぞ。ジェムがない,"МРТ, всё как положено. Он просто Рейтер",从头到脚拿CT和MRI扫过了。,CTI와 MRI 검사를 받았다. 젬이 없다는 걸,
,以外は他のスコア持ちと変わらなかった。,без НейроДжема.,跟其他“有分的”除了没宝石，别的都一样。,빼면 스코어 보유자와 다르지 않았어.,
2nd2ho155,本人が言うには、そこの骨董品を普段使い,"Он говорит, что просто использует",他说他平时都用那台古董。,평소에 사용하는 것은 그 골동품이라고,
,してるらしい。ログも見たけど矛盾は,"ту старую технологию, что у него с собой.",里头的记录我也看了，确实没问题。,"본인이 그러더군. 기록도 확인했고,",
,なかった。話の筋は通ってるぞ？,"Я проверила его логи, и всё сходится...",他能自圆其说。,모순도 없었다. 이 정도면 알아들었겠지?,
,,Теперь веришь?,,,
2nd2ho156,う……,Н-н...,呜……,으……,
2nd2ho157,とはいえ。得体の知れねえ奴らをいつまでも,"В словах Юми есть смысл, однако...",话虽如此，由美说的也有道理。,하지만 유미 말대로 정체를 알 수 없는,
,アジトに置いとくわけにいかないってのは,Мы не можем держать их здесь вечно.,我们不能一直放任这俩来路不明的家伙,놈들을 아지트에 계속 방치할 수는 없는,
,ユミの言う通りだな。どうする？,Что мы собираемся делать?,待在基地里头。你觉得呢？,"노릇이지, 어떻게 하는 게 좋겠나?",
2nd2ho158,もしここの座標が割れてるなら、,Если они передадут наши координаты,如果这里座标已经暴露了，,"만약 좌표가 발각된 상태라면, 여기를 버리고",
,放置してさっさと引っ越した方が？,"врагу, нам придется покинуть это место.",还是不管他们，趁早搬家更保险吧？,"아지트를 옮기는 게 어떤가? 특히 저 붉은 녀석,",
,特に赤いの。動けなくても危険は危険だ。,Они опасны. Особенно этот.,尤其那个红毛，危险就是危险，哪怕他动不了。,움직이지 못해도 위험한 건 마찬가지니.,
2nd2ho159,……分かってる。,"Знаю, знаю...",……我明白。,……그 심정은 나도 알아.,
,けど、この野郎のジェムを,"Мне просто нужно ещё немного времени,",但我还想尽可能查查这家伙的宝石。,하지만 녀석이 사용한 젬에 관해,
,もう少し調べたいんだ。,чтобы изучить его нейронную сеть.,,좀 더 자세히 조사하고 싶어.,
2nd2ho160,ドク、お前だって気になるだろ？,"Я знаю, тебе тоже любопытно, Док.",大夫，你不也好奇吗？,"독, 그건 당신도 마찬가지잖아?",
,こいつのジェムの「数」……異常だ。\!,"Все эти НейроДжемы, втиснутые туда,",这人的宝石“数量”……太不正常了。\!,"녀석이 썼던 젬의 ""수량""은…… 확실히 이상해.\!",
,自然人の脳が扱えるもんじゃない。,большинству людей мозги бы взорвали.,自然人的大脑根本不可能处理得来。,평범한 인간의 뇌로 다룰 수 있는 게 아니야.,
2nd2ho161,せめて、脳活動のモニタリング,Нам стоит хотя бы провести диагностику,再不济，,최소한 뇌 활동량의,
,だけでも……,функций его мозга.,至少监测一下他的大脑活动……,모니터링 정보만이라도……,
2nd2ho162,リーダー！　いいんスか！？,"Босс, ты ведь не серьёзно...",首领！这你都能忍？！,리더! 정말 이대로 둘 검까?!,
,こんな馬鹿にされて！,"После всего, что он с нами сделал?!",你看看这猪猡放肆成什么样！,우리를 완전 바보 취급하지 않슴까!,
,アタシは嫌ッスよ！,"Уф, с меня хватит этой херни!",我反正忍不了！,전 못 참슴다!,
2nd2ho163,\{もういい！！,\{Знаете что?!,\{不管了！！,\{여기까지다!!,
,アタシがこの場で殺してやる！！,Я сама прикончу этого,我今天非得在这杀了他不可！！,내 손으로 당장 죽여주마!!,
,,ублюдка!,,,
2nd2ho164,待て待て！,"Юми, нет!",慢着慢着！,"참아, 참으라니까!",
2nd2ho165,\{離せッ！！,\{ПУСТИ!!!,\{放开我！！,\{놓으란 말임다!!,
2nd2ho166,まあまあ！,"Поостынь немного, а?",哎呀，稍安勿躁！,"자, 자!",
,そんなに興奮するなって。,Нет нужды во всём... этом.,何必这么激动呢？,너무 흥분하지 말라니까.,
2nd2ho167,わかるよ。,Я понял.,我都明白，,나도 알아.,
,おれの態度が納得いかないんだろ？,Вам не нравится мое поведение. Добро,你们就是看不惯我的态度吧？,내 태도가 마음에 안 든다 그거지?,
,……でも、判断は慎重にしないとな。,"пожаловать в клуб. Но подумайте",……但是做决定最好要慎重哦。,"……하지만, 신중하게 판단하라고.",
,,"хорошенько, прежде чем меня прикончить.",,,
2nd2ho168,こういう判断が上手くいかないのは、,Недоразумения вроде этого всегда,这种时候会举棋不定，,판단이 흐려지는 이유의 대다수는,
,大抵の場合、情報が足りないからだ。\!,случаются из-за недостатка информации.\!,一般都是因为手头的判断材料太少。\!,기본적인 정보가 부족해서니까.\!,
,だから情報をやるよ。おれについて。,Так позвольте мне дать вам всю,所以我主动给你们提供点线索好了。,"그러니, 나에 관한 정보를 알려 줄게.",
,,необходимую информацию.,,,
2nd2ho169,\C[1]（……情報？）,\C[1](Информация...? О чем он говорит?),\C[1]（……线索？）,\C[1](……정보?),
2nd2ho170,おれの父さんは誰だと思う？,Я начну с рассказа о моём папаше.,你们可以先猜猜我爸是谁。,내 부모가 누구일 것 같아?,
,……\.\.なんと！　\.\.\C[2]カレルレン\C[0]さ。,"Э-э, мамаше? Неважно. Барабанная дробь,",……\.\.猜不到吧？\.\.是\C[2]卡列伦\C[0]哦。,……\.\.무려! \.\.그 \C[2]카렐렌\C[0]이란 말씀!,
,,пожалуйста...\.\.,,,
2nd2ho171,おれは、カレルレンの次期モデルとして,"Это...\.\.\C[2]Кареллен! \C[0]Я человек нового поколения,",我是作为卡列伦的后继型号，,난 카렐렌의 차기 모델로,
,作られた人間なんだ。,смоделированный по образу Надзи-R-ателя,专门制造出来的人类。,제작된 인간이거든.,
,,Кареллен: Кареллен 2.0.,,,
2nd2ho172,……あ？,Чего СКАЗАЛ?,……啊？,……뭐?,
2nd2ho173,嘘だと思うなら戸籍データを調べてみろ。,"Думаете, я лгу? Проверьте мой семейный реестр.",不信自己去查我户籍。,거짓말 같다면 호적 데이터를 찾아봐.,
,人間の親の登録はないはずだ。,"У меня нет указанных человеческих родителей,",人类父母那栏应该是空的。,인간 부모의 등록 정보는 없을 걸.,
,R産の子供だからな！,"потому что у меня их нет. Я R-созданный, детка!",谁让我是R产的小孩嘛！,R이 만든 아이니까 말이야!,
2nd2ho174,「ジェム」の多重運用も、膨大なデータを,Вот почему у меня столько НейроДжемов.,我能并行操作很多“宝石”，也是一种训练。,젬의 다중 운용도 대량의 데이터를,
,処理するための訓練ってわけだ。,Чтобы я мог обрабатывать как можно больше данных.,为了将来能处理海量的数据。,처리할 목적으로 행하는 훈련이거든.,
,……それなら納得できるだろ？,...Теперь мы все всё поняли?,……这下没疑问了吧？,……이 정도면 이해했겠지?,
2nd2ho175,もし、おれが「死にそうになれ」ば……\|,Если кто-нибудь попытается меня убить...\|Кареллен,但凡我陷入“快死了”的状态……\|,"만약 ""내 목숨에 위기가 닥치면""……\|",
,カレルレンはいつでも、我が子を助けに,"сделает все возможное, чтобы спасти меня.",卡列伦随时都会跑来这里救我的。,카렐렌은 언제든 자식을 구하러,
,ここへ乗り込んでくるだろうな。親だからさ。,Считайте это... родительскими инстинктами.,毕竟是父子嘛。,여기 나타날 거야. 꼴에 부모니 말이야.,
2nd2ho176,……\.\.何秒かかるかな？\.\.,"Интересно, сколько секунд это займет...?\.\.",……\.\.大概会花多少秒呢？\.\.,……\.\.몇 초 걸릴 것 같아?\.\.,
,健気なネズミくん達への慈悲は,"Вы, мелкие крысы, достаточно быстры, чтобы сбежать,",到时候对坚强的小老鼠们那点慈悲，,건강한 쥐새끼들에게 자비조차,
,消え失せるだろうな。,прежде чем Кареллен сотрёт вас в порошок?,肯定也会消失得无影无踪喽。,베풀지 않고 없애버릴걸.,
2nd2ho177,……てめぇ……,"Ты, грязный лжец...",……你……,……이 자식……,
2nd2ho178,そんな話をあたしらが,"Ты действительно думал, что мы поведемся",你以为我们会信你的鬼话？,우리가 네놈의 말을,
,信じるとでも？,на такую историю?,,믿어야 할 근거가 있나?,
2nd2ho179,信じなくてもいいんだぜ？,"Мне всё равно, верите вы мне или нет.",无所谓啊？,안 믿어도 그만이야.,
,おれは情報をやっただけだ。,Факты есть факты. Это ваши похороны.,我只是提供线索，信不信随你。,난 정보를 줬을 뿐이니까.,
2nd2ho180,殺して――,"Сдохни, лживая мр—",我杀了你——,당장 쳐죽이……,
2nd2ho181,\{待て！\}　それはまずい！\.\.,\{СТОЙ!\} Мы не можем рисковать!\.\.,\{慢着！\}不能动手！\.\.,\{잠깐! \} 위험한 행동 하지 마!\.\.,
,……わかるだろ？,Разве ты не понимаешь?,……你应该明白的。,……알고 있을 텐데?,
2nd2ho182,……,...,……,……,
2nd2ho183,\C[1]（何……言ってるんだ？　こいつ……,\C[1](Чт... Что Кампанелла говорит...?,\C[1]（他……到底在说什么……？,\C[1](지금…… 무슨 말을 한 거야? 저 녀석……,
,次期モデルって……流石に嘘だよな……？）,"Кареллен 2.0? Он, должно быть, блефует...)",后继型号……应该是骗人的吧……？）,차기 모델이라니…… 거짓말이지……?),
2nd2ho184,……,...,……,……,
2nd2ho185,……,...,……,……,
2nd2ho186,……こうしよう。\.\.こいつは生かす。,Сделаем так...\.\. Пока что он будет жить.,……这么办吧。\.\.留他一条命。,……이렇게 하지. \.\.놈은 살려둔다.,
,ただし、見張りにスニファーを配置する。,Но Сниффер будет за ним присматривать.,但是，让小闻留在这里看着他。,"단, 스니퍼를 감시역으로 붙이겠어.",
2nd2ho187,\{スニファー！,\{Сниффер!,\{小闻！,\{스니퍼!!,
2nd2ho188,グォン！！,РААР!,咣！！,컹!!,
2nd2ho189,……\.\.\.,.\..\..\.,……\.\.\.,……\.\.\.,
,すみませんでしたッス。,"Поняла. Извини за это, босс.",非常抱歉，我失态了。,죄송했슴다.,
2nd2ho191,……何考えてるんだ？,"Чёрт побери, Кампанелла...",……康帕聂拉，,캄파넬라……,
,カムパネルラ……,О чём ты думаешь...?,你到底在想什么？,대체 무슨 속셈이야……?,
2nd2ho192,……,...,……,……,
2nd2ho193,,,,,
2nd2ho194,グォン！,Раф!,咣！,컹!,
2nd2ho195,,,,,
2nd2ho196,……,...,……,……,
2nd2ho197,,,,,
2nd2ho198,……,...,……,……,
2nd2ho199,知ってると思うけど……\.\.,"Тебе бы следовало знать, со всеми этими",虽然这个你应该知道……\.\.,너도 이미 알고 있겠지만……\.\.,
,ネズミにも、ネズミなりの,"НейроДжемами,\.\. но не стоит связываться с",我们是老鼠，,쥐새끼도 쥐새끼 나름대로,
,得意分野があるんだよ。,"такими крысами, как мы. Вредители могут",老鼠有自己的特长。,잘 하는 것들이 있지.,
,,быть очень коварны на своей территории.,,,
2nd2ho200,あんたのパパが規制してて出来ないことも、,Твоя «мамаша» Кареллен не заправляет,你亲爱的老爸多方限制的那些东西，,여기는 네 애비가 규제하는 것도,
,ここじゃやり放題だからな。\!,"делами на Моллиане. Мы вольны делать",在我们这儿百无禁忌。\!,마음껏 할 수 있는 곳이니까.\!,
,脳活動モニタリングのために……,"здесь всё, что захотим.\! Так что, как",为了监测你的大脑活动……,뇌 활동량 모니터링 정보를 위해……,
,,"я и сказала, я собираюсь",,,
,,просканировать твой мозг.,,,
2nd2ho201,地上じゃ味わえない、ナマの刺激を……,"И уж поверь, я сделаю так, что",地面上体会不到的那种，活生生的刺激……,지상에서 맛보지 못한 생생한 자극을……,
,毎日たっぷり与えてやるよ。,"будет очень больно... Ты будешь умолять,",我每天都让你尝个够。,"매일, 마음껏 먹여주지.",
,「傷ひとつ付けずに」……な。,чтобы тебя вернули к Мамочке.,而且……不会留下一点“痕迹”。,상처 하나 없이…… 말이야.,
,,Но не волнуйся. Я не оставлю ни царапины.,,,
2nd2ho202,楽しみだなあ！,"Похоже, ты знаешь толк в веселье.",好期待啊！,그거 기대되는데!,
2nd2ho203,,,,,
2nd2ho204,……,...,……,……,
hijiki_tsuika02,…………,...,…………,…………,
hijiki_tsuika03,音楽に合わせてユラユラ踊っている……,Он покачивается в такт музыке.,正随着音乐翩翩起舞……,음악에 맞춰 흔들흔들 춤추고 있다……,
,異様な雰囲気だ。,Это выглядит так... странно.,氛围很异样。,기묘한 분위기가 흐른다.,
hijiki_tsuika05,\C[1]（犬の話なんだか、,"\C[1](Погоди, он говорит о своем боссе?",\C[1]（也不知他说的是狗，,"\C[1](스니퍼 이야기인지, 파카 입은",
,あのパーカーの話なんだか……）,Или о собаке?),还是某个兜帽……）,녀석 이야기인지 통 모르겠네……),
hijiki_tsuika16,虚ろな目で地面を見つめている……。,Их глаза выглядят стеклянными и пустыми...,眼神空洞地盯着地面……,멍한 표정으로 바닥을 쳐다보고 있다……,
▼2-07　DAY4／ゼロデイ２日目,,,,,
2nd2ho206,２日目の自由時間だ。,"Второй день, а я уже сам по себе...",第二天，终于有自由时间了。,2일 차 자유시간이다.,todo
2nd2ho207,……,...,……,……,
2nd2ho208,……,...,……,……,
2nd2ho208a,……しばらく見つめ合った。,Мы просто молча встретились взглядами...,……相顾无言了一会儿。,……한참 동안 서로 바라보았다.,
2nd2ho209,カムパネルラのマントが,Плащ Кампанеллы скомкан,康帕聂拉的斗篷。,캄파넬라가 입던 망토가,
,雑に丸めて置かれている。,и небрежно отброшен в сторону.,被随手揉成了一团。,대충 말아 놓은 상태로 놓여 있다.,
2nd2ho211,ロックがかかっている。,Заперто.,上了锁。,자물쇠가 걸려 있다.,
,……端にR-codeが彫られているようだ。,Вдоль края вырезан R-код.,……角落里刻有R-code。,……끝부분에 새겨진 R-codes를 발견했다.,
2nd2ho212,監獄へ行く,Отправиться в камеру Кампанеллы,前往监狱,감옥으로 향한다,
2nd2ho212-2,やめておく,Остаться здесь,算了,그만둔다,
2nd2ho213,あ゛ぁん？,"Чего уставился, ботан?",看屁啊？？,앙?!,
,なんか用か？,Выкладывай или проваливай.,有事？,뭔데?,
2nd2ho214,……なんでもない。,"Э-э, н-ничего...",……没事。,……아무 것도 아니야.,
2nd2ho215,じゃ、話しかけんなッ！,Тогда заткни свое тупое хлебало.,那就别跟我说话！,그러면 말 걸지 마!,
,今いいところなんだから……,Я как раз посреди игры.,正到紧要关头呢……,지금 중요한 상황이니까……,
2nd2ho216,……っしゃあッ！,"...Чёрт возьми, да!",……好！,……좋았어!,
,ハイスコア更新ッ！,"Рекорд, детка!",刷新最高纪录了！,하이 스코어 경신이다!,
2nd2ho217,\C[1]（近寄らない方が,"\C[1](Наверное, лучше будет дать ей",\C[1]（看来还是离她远点的好……）,\C[1](가까이 가지 않는 게,
,よさそうだな……）,немного пространства.,,좋을 것 같네……),
,,МНОГО пространства.),,,
2nd2ho219,\C[1]（そっとしておこう）,\C[1](Я просто оставлю её в покое...),\C[1]（还是不打扰了吧）,\C[1](……내버려 두자.),
2nd2ho220,ねー　あそぼ！,Мне скучно... Хочешь потусить?,嗳～你来陪我玩嘛！,저기~ 놀자!,
2nd2ho220-1,ねー　あそぼ！ 部屋までおいでー♡,Эй... Давай поиграем. Приходи,嗳～你来陪我玩嘛！到人家房间来♡,저기~ 놀자! 방으로 와~♡,
,,ко мне в комнату!,,,
2ndmisasagi57,ウ゛ゥ……,Ррр...,吼噜……,크르르……,
▼ケイトの部屋,,,,,
2nd2ho222,\C[1]（こっちは寝室かな。,"\C[1](Это, должно быть, её спальня.",\C[1]（这边是卧室？,\C[1](이쪽은 침실인가...?,
,入らない方がいいかもな）,"Может, мне стоит держаться подальше...)",可能还是别进去的好）,들어가지 않는 게 좋겠어),
2nd2ho223,よく見ると小さな切り傷がついている,Дверь покрыта мелкими царапинами...,凑近看，上面有很多细小的划痕。,"자세히 살펴보자, 작은 칼자국이 보인다.",
2nd2ho232,う～～～～～～……,Нннннннннн...,唔～～～～～～……,으~~,
2nd2ho233,あの。,Э-э...,那个。,저기…,
2nd2ho234,ううう〜〜〜〜〜〜〜,*Всхлип* Не-е-е-е-ет!,唔唔唔〜〜〜〜〜〜〜,으으~~~,
2nd2ho235,…………,...,…………,…………,
2nd2ho236,\{ダストが切れたぁあ～～～！,\{У МЕНЯ ЗАКОНЧИЛАСЬ,\{人家的粉没了啦～～～！,\{더스트가 떨어졌어~!!,
,,ВСЯ ПЫЛЬ!!!,,,
,,,,,
2nd2ho237,ダスト！　「ドリームダスト」を,Моя драгоценная Пыль Грёз...,粉！拿人家的粉来！,"더스트! ""드림 더스트""를",
,持ってきてぇ！　早く！！,Ты должен достать мне немного!,动作快！！,가지고 와! 얼른!!,
,,ПОЖАЛУЙСТА!,,,
2nd2ho239,ダスト！　あっちの,Быстрее! Мне нужна доза! Там должно,梦幻粉！就放在那边,더스트! 저쪽 방에 있는,
,箱に入ってるから！　早く！！,быть немного в той коробке. СКОРЕЕ!,房间的箱子里！快快快！！,상자 안에 있어! 빨리!!,
2nd2ho240,箱……！？,"Э-э, гм... В коробке...?",箱子……？！,상자……?!,
2nd2ho241,箱には「ドリームダスト」と書かれている。,На этой коробке написано «Пыль Грёз».,上面写着“梦幻粉”。,"상자에 ""드림 더스트""라는 글자가 쓰여 있다.",
2nd2ho241-1,１つ取る,Взять немного,拿走一份,하나 집는다,
2nd2ho241-2,やめておく,Отказаться,算了,그만둔다,
2nd2ho242,「ドリームダスト」を渡す,Дать ей Пыль Грёз,交出“梦幻粉”,드림 더스트를 건넨다,
2nd2ho243,やめておく,Отказаться,算了,그만둔다,
2nd2ho244,……ひったくられた。,Она вырвала её у меня из рук...,……被一把抢走了。,……잽싸게 채갔다.,
2nd2ho245,…\.…\.\.はぁ〜〜❤️,"...\.\.\.А-а-а-ахххх...❤️ Ммм, намного лучше.",…\.…\.\.哈啊啊〜〜❤️,…\.…\.\.하아~❤️,
2nd2ho246,あぶなかったぁ～～！,Это было на грани!,还好赶上了～～！,큰일날 뻔했어~!!,
,ジョー君、ありがと～～！！,"Спасибочки огромное, мой",谢谢你啦，阿乔～～！！,"고마워, 조~!!",
,,маленький Джо-Джо!,,,
2nd2ho247,\C[1]（ジョー君……？）,\C[1](Когда это я стал твоим,\C[1]（阿乔……？）,\C[1](조……?),
,,маленьким Джо-Джо...?),,,
2nd2ho248,えへへぇ、これがないとケイト、,"Ти-хи-хи! Я твоя должница, малыш...",嘿嘿……要是没了这个，,"에헤헤, 케이트는 말야, 이게 없으면",
,禁断症状で死んじゃうからぁ～～、,"Без моей драгоценной Пыли Грёз,",凯特马上就会因为戒断死掉……,금단증상으로 죽고 말거든~,
,ほんとに助かったぁ～～！,"я бы умерла. Типа, буквально. От ломки.",你真的帮了人家大忙了～～！,덕분에 정말 살았어~!,
2nd2ho249,ジョー君、ケイトの,"Ты понимаешь, что ты только что сделал?",阿乔～以后你就是凯特的,조는 케이트의,
,命の恩人だよぉ〜〜！！,Ты спас мне жизнь! Ты мой герой!,救命恩人啦～～！！,생명의 은인이야~!!,
2nd2ho250,禁断症状……？,Разве от ломки можно умереть...?,戒断……？,금단증상……?,
2nd2ho251,お礼にダストいっこあげる！,"В качестве небольшой благодарности,",来，也给你一个当谢礼！,보답으로 더스트 하나 줄게!,
,,держи немного пыли!,,,
2nd2ho252,ね、ジョー君も,"Давай, Джо-Джо...",阿乔也来跟人家一起嗨上云端吧～♡,조도 먹고,
,一緒にハイになろー♡,Поймай кайф со мной. Это та-а-ак весело...,,기분 좋게 보내 봐~♡,
,はいこれ♡,"Давай, бери.",拿着嘛♡,"자, 어서♡",
2nd2ho253,ダスト……？,Пыль...? Я не знаю...,梦幻粉……？,이걸……?,
2nd2ho253-1,受け取る,Взять,收下,받는다,
2nd2ho253-2,断る,Отказаться,拒绝,거절한다,
2nd2ho253-3,ありがとう。,"Э-э, спасибо...",谢谢你。,고마워.,
2nd2ho253-4,さ、食べて食べてー♡,"Всё в порядке, просто проглоти.",来，请吃请吃～♡,"자, 어서~♡",
2nd2ho253-5,うっ……！？,И-ик...!,呜……？！,읍……?!,
2nd2ho253-6,…… ,...,……,……,
2nd2ho253-7,いい感じだねっ！,"Не бойся, у тебя всё отлично получается.",感觉不错哦！,좋아 보이네!,
,準備おっけー♡,А теперь просто расслабься и,准备完毕♡,이걸로 준비 끝~♡,
,,наслаждайся полётом...♡,,,
2nd2ho253-8,遠慮しとく。,"Эм, прости. Думаю, я пас.",我就不了。,사양할래.,
2nd2ho253-9,えー、そお？　\.\.\. …… ,"Оуу, с тобой не весело...\.\.\. Мм...",诶～你不吃啊？\.\.\. ……,엥? 정말\.\.\.……?,
2nd2ho253-10,じゃーまた今度ねっ！ ,"Может, в следующий раз!",那～下次再说好了！,"그러면, 다음에 줄게!",
2nd2ho254,こっちおいで♡,"Подойди поближе, малыш.",来人家这边♡,이쪽으로 와♡,
2nd2ho256,えっと、何……,Э-Эм... Что такое...?,呃，你要干嘛……,"저기, 왜……",
2nd2ho257,ジョー君さあ、まだ来たばっかで,"Наверное, это тяжело, да? Быть в",阿乔啊，你来了我们这里以后，,"조는 여기 온지 얼마 안 되었으니,",
,この街のことよくわかってないでしょ？,таком странном новом месте...,对环境还不是很熟悉吧？,이 거리에 관해서는 잘 모르지?,
2nd2ho258,だから、,Но тебе не нужно бояться...,所以呢，,"그러니,",
,ケイトが案内したげるよ！！,Я тебе все покажу!,凯特可以带你四处看看！！,케이트가 안내해 줄게!,
2nd2ho259,ついてきて！,"Хи-хи, давай немного прогуляемся!",跟我来吧！,따라와!,
,一緒にお散歩しよ♡,Это будет как наше первое свидание!,我们一起去逛街♡,함께 산책하자♡,
2nd2ho260,あ、ちょっと！,"Э-Эй, погоди...!",啊，等等！,"앗, 잠깐만!",
2nd2ho261,\C[1]（なんとなく……\.\.,\C[1](Эта девчонка кажется немного...\.\.того.,\C[1]（总感觉这个女的……\.\.,\C[1](어째……\.\.,
