翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
2ndmisasagi30,それではさっそくプランを考えましょう。,our all-inclusive wedding plan to fit you.,那么我们立刻来讨论仪式方案吧。,그러면 당장 계획을 짜 보죠.,
,結婚指輪の材質はどうしますか？,Which wedding ring design would you like?,您希望使用什么材料制作结婚戒指？,결혼 반지 재질은 뭘로 하시겠어요?,
2ndmisasagi31,プラチナ,Platinum,铂金,백금,
2ndmisasagi32,シルバー,Silver,银,은,
2ndmisasagi33,ジルコニウム,Zirconium,锆,지르코늄,
2ndmisasagi34,ふむふむ……,"Very good, very good...",嗯嗯……,흐음……,
,ウェディングケーキの段数は,How many tiers would you like for your,婚礼蛋糕想要多少层呢？,웨딩 케이크는 몇 단으로,
,どうしましょう？,wedding cake?,,하시겠어요?,
2ndmisasagi35,2段,2,2层,2단,
2ndmisasagi36,3段,3,3层,3단,
2ndmisasagi37,4段,4,4层,4단,
2ndmisasagi38,招待客の人数は何名ですか？,How many guests are you expecting?,打算邀请多少位宾客呢？,하객은 몇 명이신가요?,
2ndmisasagi39,30人,30,30位,30명,
2ndmisasagi40,50人,50,50位,50명,
2ndmisasagi41,100人,100,100位,100명,
2ndmisasagi42,キャラクターとのグリーティングは,"Finally, would you like Dave and his",希望由哪些角色送上祝福？,축하 인사를 보낼 캐릭터는,
,どうしますか？,friends to make a special appearance?,,누구로 하시겠어요?,
2ndmisasagi43,デイヴ・アニメの仲間たち,"Yes, the whole cast",戴维和伙伴们,데이브 애니메이션의 등장인물,
2ndmisasagi44,デイヴのみ,"Yes, just Dave",只要戴维就好,데이브만,
2ndmisasagi45,いらないです,"No, thanks",不需要,필요 없어요,
2ndmisasagi46,それではこちらの内容で,Thank you. We'll do everything in our,好的，那么我们将为您准备。,그러면 선택하신 내용으로,
,準備させていただきます。,power to make your day perfect!,这些内容。,준비해 드리겠습니다.,
,料金は\V[132]eになります！,Your total comes to \V[132]e.,请支付\V[132]e！,가격은 \V[132]e입니다!,
ai_001,お買い上げ,Thank you very much for your purchase!,感谢您的惠顾！,구매해 주셔서,
,ありがとうございます！,Have a great day!,,감사합니다!,
C2_02_02_001,着替えますか？,Would you like to change?,要换衣服吗？,갈아입으시겠어요?,
C2_02_02_002,着替える,Change clothes,换衣服,갈아입는다,
yamaGoyuEnd,豪遊タイムアップ！,Time's up! The spending spree is over!,时间到！请停止挥霍！,시간이 다 됐다!,
▼■５分経過後,,,,,
yamaGoyuF1,ふー……楽しかったな！,"Oh, man... That was awesome.",呼～……玩得真开心啊！,후…… 즐거웠어!,
,おまえはどうだ？ 使った額は……,"So, Gio... What are the damages?",你呢？让我看看花了多少……,넌 어땠어? 쓴 금액을 볼까……,
yamaGoyuF2,合計：\V[132]e,Total Spent: \V[132]e,总计：\V[132]e,합계: \V[132]e,
yamaGoyuF3,わ！　そんなに使ったのか！,Holy crap! Is that crypto card on fire?!,哇！你花了这么多！,와! 그 정도나 쓰다니!,
,資本主義時代なら破産まっしぐらだな！,Man... You're a true capitalist at heart.,如果还在资本主义时代，你早就破产啦！,자본주의 시대였다면 파산 확정이라고!,
yamaGoyuF4,おれも頑張ったんだけど……,"I spent as much as I possibly could,",我也算很努力了……,나도 열심히 썼는데……,
,負けたよ。,but I know when I'm beat.,但还是输给了你。,내가 졌네.,
,ジョバンニ、おまえがナンバーワンだ！,"You're the rightful champ, Gio!",乔班尼，你才是消费冠军啊！,"조반니, 네가 넘버 원이야!",
yamaGoyuF5,なんだ、それだけしか使わなかったのか？,"What, that's it?",什么嘛，你半天才花了这么点钱？,"뭐야, 고작 그 정도야?",
,なら、おれの勝ちだな！　 ははははは！,Ahahaha! I beat you by a landslide!,那就是我赢啦！哈哈哈哈哈！,그러면 내가 이겼네! 하하하하!,
yamaGoyuF6,……おれと……同じ？,Whoa... We spent the same exact amount?,……跟我……一样……？,나랑…… 같잖아……?,
,つまり、引き分けか。,I guess we'll just call this one a draw.,也就是说，我们打平手咯。,즉 무승부라는 거로군.,
,おまえも結構やるじゃないか！,You're a bigger spender than I thought!,你也挺能花的嘛！,너도 제법인데!,
yamaGoyuF7,ところで、見ろよ。おれ、,And check this out! I bought the rights,对了对了，你快看。,그건 그렇고 이거 봐.,
,この銅像の「所有権」を手に入れたんだ！,to this statue.,我拿到了这座铜像的“所有权”哦！,"내가 이 동상의 ""소유권""을 손에 넣었단 말씀!",
yamaGoyuF8,かっこいいだろ？,Just take it all in for a second...,看！是不是很帅？,멋지지?,
,しっかり眺めてくれよ。,"Pretty cool, huh?",你可得仔细欣赏欣赏。,잘 보라고.,
yamaGoyuF9,やっと終わった。,,,,
,銅像を見てみるか。,,,,
yamaGoyuF10,どうだ？,"So, what do you think?",怎么样？,어때?,
,もっとしっかり眺めていいんだぜ。,"Don't worry, you can stare all you want.",你可以继续欣赏，我允许哦。,더 자세히 봐도 돼.,
yamaGoyuF11,「カムパネルラ・デミオン様所有」,The plaque is inscribed with the words,上面写着……,소유자: 캄파넬라 데미안,
,……と書かれている。,Property of Mr. Campanella DeMillion.,“由康帕聂拉·德米安先生所有”。,……이라 적혀 있다.,
yamaGoyuF12,専用のモノローグ,,,,
yamaGoyuF13,……よく見ると、銅像の隅に,"After staring a while longer, I spotted",仔细观察可以发现……雕像一角，,"……자세히 보니, 동상 구석에",
,R-codeらしき文字列を見つけた。,what might be an R-code on the statue.,有一行像是R-code的小字。,R-codes처럼 보이는 문자열이 보인다.,
,人間が手で落書きしたかのような筆跡だ。,It looks almost like graffiti...,有点潦草，好像是手写在上面的。,사람이 직접 휘갈긴 듯한 필체다.,
yamaGoyuF14,R-code入手：Down and Out in the Magic Kingdom,,,,
yamaGoyuF15,\C[1]（……\.\.\.手書きのR-code？　\.\.気になるな……\!,\C[1](A \.handwritten R-code...? \.\.That's new.\!,\C[1]（……\.\.\.手写的R-code？\.\.有点怪……\!,\C[1](……\.\.\.손으로 쓴 R-codes? \.\.궁금한걸……\!,
,それに、\.このロゴ、\.見たことあるような……）,I feel like \.I've seen this symbol \.before.),而且这个标志，\.\.我好像在哪见过……）,"거기다 이 로고, \.\.본 적 있는 것 같아……)",
yamaGoyuF16,「Access denied」,Access denied.,“Access denied”,접근이 거부되었습니다,
yamaGoyuF17,……ダメだ。こいつを動かすには,It's not working... I'll need to grant,……不行，想驱动这东西，,……안 되네. 이걸 동작하려면,
,管理者権限を奪わないと。,myself adminstrator-level permissions.,必须夺取管理员权限。,관리자 권한이 필요해.,
yamaGoyuF18,R-ticketを使おう。,I'll try using the R-ticket instead.,用R-ticket吧。,R-ticket을 써 보자.,
yamaGoyuF19,気になるロゴがある。,,,,
,R-ticketで銅像をハッキングしよう。,,,,
yamaGoyuF20,……びっくりした。,What the...?,……吓我一跳。,……깜짝이야.,
,おまえがやったのか？,"Was that you, Gio?",刚刚是你做的吗？,네가 했어?,
yamaGoyuF21,こんな仕掛けがあったなんて……,I had no idea it could even do that.,里面居然有那种机关……,이런 장치가 있었다니……,
,持ち主なのに気付かなかったぞ！,They should've given me a user manual!,我这个所有者竟然都没发现！,소유주인 나도 몰랐어!,
yamaGoyuF22,……\.\.,.\..\..\.,……\.\.,……\.\.,
yamaGoyuF23,下の空間も君のものってことでいいのかな。,"As the owner of this statue, does that",雕像是你的了，下面的空间也能算你的吗？,아래쪽 공간도 네 소유야?,
,許可をくれるなら、降りてみたいんだけど。,also make you the owner what's underneath?,你要是允许的话，我想下去看看。,너만 괜찮다면 내려가 보고 싶은데.,
yamaGoyuF24,\C[1]（あのロゴ。,\C[1](I can't stop thinking about that R-code,\C[1]（好在意那个标志。,"\C[1](저 로고도,",
,手書きのR-codeも、気になる……）,graffiti. And that that strange symbol...),还有手写的R-code……）,손으로 쓴 R-codes도 신경 쓰여……）,
yamaGoyuF25,いいぜ！ 行こうか！,"Sure, why not? Let's check it out!",好啊！我们走吧！,좋아! 가보자고!,
yamaGoyuG1,おい、そっちは出口だぞ！,"Hey, don't leave me here!",喂，那边是出口啊！,"이봐, 그쪽은 출구야!",
,まだ遊ぶだろ？,There's still WAY more to explore!,你不是还要接着玩吗？,또 놀러 갈 거야?,
2ndmisasagi55,おや？　お客様の衣装では、,"Whoa there, cowboy! If you ride with",咦？客人，您穿这身的话，,"어머? 손님, 그 복장을 입으시면",
,帽子が飛んでしまいそうです。,"that on, your hat will fly right off.",帽子会中途飞走的。,모자가 날아가고 말 거예요.,
,着替えてからまたお越しください！,Come back after you change clothes!,请换身衣服再来吧！,의상을 갈아입은 뒤 다시 찾아와 주세요!,
2ndho136,「↑スプロール・ハイヴ」,↑ Hive's Sprawl,↑蔓生之巢,↑ 스프롤 하이브,
2ndho137,,,,,
2ndho138,,,,,
2ndho139,……？　人間の字か？,It looks like a human wrote this...,……？人类手写的字？,……? 사람이 쓴 글씨인가?,
2ndho141,プロテクトがかかってる！？,"Whoa, a firewall?!",有保护机制？！,프로젝트가 걸려 있잖아?!,
,それに、このロゴ……,And that weird symbol again...,而且这个标志……,"거기다, 이 로고는……",
2ndho142,なんだ？,Huh?,什么？,뭐지?,
2ndho143,さっきの通知、気になる。,Maybe I should check that message...,刚才来了什么消息？,"방금 그 통지, 신경 쓰이네.",
▼2-02e　DAY2／リースタウン中心地,,,,,
2ndmisasagi47,どうした？,Something wrong?,怎么了？,왜 그래?,
2ndmisasagi48,僕はハッキングに失敗したらしい。,I couldn't hack my way through this time.,好像骇入失败了。,아무래도 해킹에 실패한 것 같아.,
,このムーヴェーターは,This transporter has some crazy Zero Day,这台移形升降梯，,"이 공간 엘리베이터, ""Zero Day""에서",
,『ゼロデイ』のプロテクトで守られてる。,protections installed.,被“零日”的人加了保护机制。,만든 프로텍트가 걸려 있어.,
2ndmisasagi49,見たことない鍵だ。 くそ……,I've never seen security like that before.,从来没见过这样的锁。可恶……,본 적 없는 잠금 구조야. 젠장……,
2ndmisasagi50,何が起きたんだ？,What just happened?,发生什么事了？,무슨 일이 일어났길래 그래?,
2ndmisasagi51,……\.\.わかんないけど……,I...\.\. I'm not really sure.,……\.\.我也不太清楚…,"……\.\. 나도 모르겠어, 하지만……",
,この先は例の「ゼロデイ」の縄張りらしい。,But it almost sounds like an invitation,不过前面好像就是那个“零日”的地盘。,"이 앞부터는 그 ""Zero Day""의 세력권 같아.",
2ndmisasagi52,招待されてる。,to Zero Day's hideout. I think...,他们在邀请我们。,초대를 받았어.,
,……行ってみよう。,I guess there's only one way to find out.,……过去看看吧。,……가 보자.,
2ndmisasagi53,……\|そうだな。,...\|Hell yeah!,……\|是啊。,……\|그러자.,
▼2-08　DAY2／スプロール・ハイヴ1,,,,,
2ndho149,うわ。,"Ugh, my ears!",呜哇。,우와.,
,\C[1]（うるさ……）,\C[1](The noise here is deafening...),\C[1]（好吵……）,\C[1](시끄러워……),
2ndho150a,\C[1]（なっ……なんだ！？）,"\C[1](Whoa, what's happening?!)",\C[1]（什……什么？！）,\C[1](뭐…… 뭐지?!),
2ndho151,ゼロデイ――\.\.,Zero Day—\.\.,零日――\.\.,Zero Day…\.\.,
2ndho151b,返信する,Send,回信,답장한다,
2ndho155,\C[1]（カムパネルラのやつ、,"\C[1](Oh, man... How'd Campanella manage to",\C[1]（康帕聂拉——,"\C[1](캄파넬라 그 자식,",
,こいつらに何したんだよ！）,get on their bad side?!),你到底干了什么好事啊！）,저놈들에게 뭔 짓을 한 거야!),
2ndho156,……！,Heh!,……！,……!,
2ndho156b,\C[1]（こ、こいつ……）,"\C[1](Ugh, he drives me crazy.)",\C[1]（这、这家伙……）,"\C[1](저, 저게……)",
2ndho157,――,...,――,……,
2ndho158,\C[1]（くそ――まずい、,\C[1](No... This can't be happening!,\C[1]（可恶——这下糟了，,"\C[1](젠장… 위험해,",
,まずいまずい\{まずい！！）,"Shit! Shit, shit, \{shit!)",糟糕了糟糕了\{糟糕了！！）,"위험해, 위험해, \{위험하다고!!)",
2ndho159,\C[1]（どうする……,\C[1](What do I do?!,\C[1]（怎么办……,\C[1](어쩌면 좋지……,
,どう切り抜ける！？,How do I stop them?!,要怎么破局？！,어떻게 해야 벗어날 수 있지?!,
,死にたくない――！）,I don't wanna die!!!),我不想死啊——！）,죽고 싶지 않아…!!),
2ndho160,暴れる,Try to wriggle out,挣扎,날뛴다,
2ndho160-2,交渉する,Try to negotiate,交涉,교섭한다,
2ndho161,\C[1]（何か――こいつらの興味を,\C[1](If I just had some way to get this,\C[1]（有没有什么东西——,\C[1](뭐든 좋아……,
,引くものを――）,guy's attention...),能勾起他们的兴趣？）,녀석들의 주의를 끌 게……),
2ndho162,\C[1]（――そうだ！）,\C[1](Wait! I've got it!),\C[1]（――对了！）,\C[1](……그렇지!),
2ndho163,待て！　話が……,Stop! I have information!,等一下！我有话要……,잠깐! 할 말이……,
2ndho164,……,...,……,……,
2ndho165,\C[1]（くそ、聞こえてない――）,"\C[1](Damn it, he can't hear me!)",\C[1]（可恶，他听不见――）,"\C[1](젠장, 하나도 안 들려……)",
2ndho165b,大声とジェスチャーで交渉する,Negotiate with yells and gestures,靠比划和嗓门进行交涉,큰 소리와 몸짓으로 교섭한다,
2ndho166,\{カレルレンの,\{WAIT!,\{卡列伦的,\{카렐렌의,
,アクセスログ！,I HAVE KARELLEN'S ACCESS LOG!,访问纪录！,접속 로그야!,
2ndho167,\{僕はカレルレンに,\{I HACKED INTO ,\{我曾经黑进过,\{난 카렐렌을,
,ハッキングした！！,KARELLEN'S MAINFRAME!,卡列伦！！,해킹한 적이 있어!!,
,,I SWEAR!!!,,,
2ndho168,……？,...?,……？,……?,
2ndho169,……,...,……,……,
2ndho169b,アクセスログを送信する,Send the access log,发送访问纪录,접속 로그를 보낸다,
2ndho170,……,...,……,……,
2ndho172,……,...,……,……,
2ndho175,……,...,……,……,
2ndho176-2,頷く,Nod,点头,받아들인다,
2ndho176-3,考える,Think it over,考虑,생각한다,
2ndho177,\C[1]（……考える余地はないな）,\C[1](There's no time to think.),\C[1]（……没有让我考虑的余地）,\C[1](……생각할 여유는 없겠어),
2ndho181,冗談だよ、安心しな。,"Just kidding, man. Relax.",放心吧，我开玩笑的。,"농담이야, 걱정 마.",
,……トイレの中は聞かないように,...I made sure that the device won't pick,……你上厕所的时候，,……화장실 안에서는 들리지 않게,
,設定しておいたから。,up a thing while you're in the bathroom.,我就不监听啦。,설정해 뒀으니까.,
2ndho182,……,...,……,……,
2ndho183,……♪,...♪,……♪,……♪,
2ndho184,……！　……,...!,……！……,……! ……,
2ndho185,……,...,……,……,
2ndho186,……,...,……,……,
2ndho187,\C[1]（た、助かった……,"\C[1](Phew, we're safe now...",\C[1]（得、得救了……,\C[1](사……,
,のか？）,Or...are we?),吗？）,살았나?),
2ndho188,\C[1]（カムパネルラのやつ……,\C[1](Where'd they take Campanella...?,\C[1]（康帕聂拉……,\C[1](캄파넬라 그 자식……,
,どこに連れて行かれたんだ？）,"I hate to admit it, but I'm worried.)",被他们带到哪里去了啊？）,어디로 끌려갔지?),
2ndho189,\C[1]（仕方ないな。,\C[1](Guess I have no choice but to go along,\C[1]（没办法了。,\C[1](할 수 없지.,
,ともかく。番犬の……餌？　を探そう）,with their plan and get that...dog food?),总之。去给看门狗找……吃的？吧）,아무튼 감시견의 먹이…… 랬나? 찾아보자.),
2ndho190,\C[1]（スニファーって……あれか？,\C[1](Hrm... That thing must be Sniffer.,\C[1]（小闻……就是那个？,\C[1](쟤가…… 스니퍼야?,
,嫌だな……かまれないといいけど）,"Oh, god... I hope it doesn't bite.)",真不想靠近……希望它不会咬我）,무섭게 생겼네…… 물지는 않겠지),
2ndho191,何の変哲もない鉄くずだ。,Just some run-of-the-mill scrap iron.,毫无特点的废铁。,평범한 쇳조각이다.,
2ndho192,タングステン製のギアだ。,This gear is made of tungsten.,钨制的齿轮。,텅스텐제 톱니바퀴다.,
2ndho193,\C[1]（これが好物なのか……）,\C[1](One of Sniffer's favorites...),\C[1]（它就爱吃这个……？）,\C[1](이걸 좋아하는구나……),
2ndho194,誰かの義手だ。,This looks like an old prosthetic limb.,某人的义肢。,누군가의 의수다.,
,白銀色の鏡面が,Its bright metal surface shines in,银白色的镜面,표면이 거울처럼 고귀하고,
,冷たく高貴に輝いている。,the light.,高贵地闪着寒光。,차가운 은백색을 띄고 있다.,
2ndho195,\C[1]（お、重い……）,"\C[1](Ugh, it's so heavy...)",\C[1]（好、好沉……）,"\C[1](무, 무거워……)",
2ndho196,なでる,Pet him,摸摸它,쓰다듬는다,
2ndho196-2,声をかける,Talk to him,跟它说话,부른다,
2ndho196-3,プレゼントする,Feed him,给它东西,먹이를 준다,
2ndho198,……グルル……,Grr...,……咕噜噜……,크르르……,
2ndho199,グァアアアア！！,GRR-RAAARRR!,咣啷！！！！！,왈왈!!,
2ndho200,ひっ……！,"Oh, god! Don't hurt me!",噫……！,히익……!,
2ndho201,\C[1]（仲良くって……,\C[1](I just need to get on his good side.,\C[1]（跟它搞好关系……,\C[1](사이좋게 지내라니……,
,こんなのどうすりゃいいんだ）,But how...?),这要怎么搞好关系啊？）,대체 뭘 어쩌라는 거야),
2ndho202,声をかける,Talk to him,跟它说话,부른다,
2ndho203,……グルル……,Grr...,……咕噜噜……,크르르……,
2ndho203-2,\>プレゼントする,,,,
,\\更に選択肢、手持ちのアイテムの中からどれを差し出すか選ばされる,,,,
2ndho203-3,if(v[245]>=1)鉄くず×\V[245],if(v[245]>=1)Scrap Iron × \V[245],if(v[245]>=1)废铁×\V[245],if(v[245]>=1)쇳조각 ×\V[245]개,
2ndho203-4,if(v[246]>=1)ギア×\V[246],if(v[246]>=1)Gear × \V[246],if(v[246]>=1)齿轮×\V[246],if(v[246]>=1)톱니바퀴 ×\V[246]개,
2ndho203-5,if(v[247]>=1)誰かの義手,if(v[247]>=1)Prosthetic Limb,if(v[247]>=1)某人的义肢,if(v[247]>=1)누군가의 의수,
2ndho203-6,差し出すものがない,I don't have anything...,没有东西可送,줄 것이 없다,
2ndho204,グゥン。,Grr...,咕呜。,크릉.,
2ndho205,グァッ！　グァッ！,Bawr! Rawr!,咣！咣！,"컹, 컹!",
2ndho206,ギャオン！！,AROOO!,咣噢！！,왈왈!!,
2ndho207,グァッ！　グァッ！,Bawr! Rawr!,咣！咣！,"컹, 컹!",
2ndho208,……ウゥ……,*Whine*...,……呜呜……,끼잉……,
2ndho209,……足りないようだ。,I think he's still hungry.,……好像还不够。,……아직 부족한 모양이다.,
2ndho210,……グォオオオオオ！！,...AROOOOOO!!!,……吼喔喔！！！！,……왈왈!!,
2ndho211,グァン！　グォオ！！,Rarf! Rooo!,咣！汪喔！！,"컹, 왈왈!!",
2ndho213,……ウゥ……,*Whine*...,……呜呜……,끼잉……,
2ndho214,気に入らなかったか……？,Maybe he didn't like it...?,不爱吃吗……？,마음에 안 들었나……?,
2ndho215,……グォオオオオオ！！,...AROOOOOO!!!,……咕喔喔喔喔喔！！,……왈왈!!,
2ndho219,２人部屋のようだ。,This looks like a room for two...,是一间双人房。,2인실 같다.,
,ベッドはふかふかで心地良さそう。,The beds look soft and fluffy.,床软绵绵的，感觉很舒服。,침대도 푹신하니 기분 좋을 것 같다.,
2ndho220,夢と希望の詰まった景色だ。,This whole place is like a dream...,充满了梦想和希望的景色。,꿈과 희망을 담은 경치다.,
2ndho221,帽子のリボンには小さく「モーリィ・リース」と,"The name ""Mollie Reiss"" is inscribed on",帽子上的缎带用小字印着一个名字：,모자에 달린 리본에 작은 글씨로,
,名前が入っている。,the hat's ribbon in tiny letters.,“莫莉·莉斯”。,몰리 리스라는 이름이 새겨져 있다.,
2ndho222,きれいに片付いている。,Everything is spotless.,收拾得很干净。,깔끔하게 정돈되어 있다.,
2ndho223,,,,,
2ndho224,へ――,Ahhh!,咦——？,와……,
▼2-04b　DAY3／元大統領執務室,,,,,
2ndho225,あらぁ、目が覚めたぁ？,"Oh! You're finally awake, sleepyhead?",哎呀，你醒啦？,"어머, 정신이 들었니?",
2ndho226,……ここは……,Wh... Where am I?,……这里是……？,여기는……,
2ndho227,ここはねぇ、,You were snoozing in the office of the,这里的名字啊，,"여기는 말이야,",
,「大統領執務室」っていう場所よ。\.\.,President of Mollian.\.\.,叫做“总统办公室”。\.\.,대통령 집무실이라는 곳이란다.\.\.,
,わたし、元大統領だからぁ！,"Er, former president to be exact!",因为我曾经是总统嘛～！,이래봬도 전 대통령이었거든!,
2ndho228,\C[1]（元大統領……,"\C[1](Wait, the former president...?",\C[1]（总统……,\C[1](전 대통령……,
,モーリィ・リース！）,This woman is Mollie Reiss?!),她就是莫莉·莉斯！）,몰리 리스!),
2ndho229,アァ！？,UGH!,[啊？！],앙?,
,ナンゼンネンマエノ,"GIMME A BREAK AND QUIT LIVIN' IN THE PAST,",[那都多少年前的,그건 이미 몇 천년,
,ハナシダヨソレ！！,WILL YA? THAT WAS THOUSANDS OF YEARS AGO!,老黄历了！！　],전 일이잖아!!,
2ndho230,ッタク、クソババアハ,"I'M SICK OF ALL THIS STUPID NOSTALGIA,",[真是的，臭老太婆,"나 참, 망할 할망구 같으니,",
,ムカシバナシがスキダナァ！！,YOU WASHED-UP OLD HAG!,就爱讲老掉牙的往事！！],정말 옛날 이야기를 좋아한다니까!!,
2ndho231,それにしても……,"Oh, don't mind him...",话又说回来……,그건 그렇고……,
,うふふ、よっぽど疲れてたのねぇ。,Hehe... You slept like a log!,嘻嘻，你一定很累吧？,"우후후, 꽤 피곤해 보이더구나.",
,ぐっすりだったわぁ。,You must have been really tired.,我看你睡得可香了。,푹 잠들었지 뭐니.,
2ndho232,かわいそうに、,"Poor baby, I can only imagine how much",好可怜呀，,가엾게도 말이야.,
,今まで大変だったのねぇ……,you've been through...,一路过来一定很辛苦……,지금까지 많이 고생했구나……,
2ndho233,…\.…\.\.,.\..\..\.,…\.…\.\.,…\.…\.\.,
2ndho233b,\C[1]（つまり、あのメッセージは……,\C[1](So that message from before was part of,\C[1]（也就是说，那条信息……,\C[1](즉 그 메시지는……,
,この女の罠か。いつ気付かれたんだろう）,her trap... How the heck did she find me?),是她的陷阱。她什么时候发现我的？）,저 여자의 함정이었나? 언제부터 알고 있었지?),
2ndho234,でもね、い～い？　この惑星では、,But let me make one thing crystal clear:,但是，你听好啰～？在这颗星球上，,"하지만, 잘 들으렴. 이 행성에서",
,ハッキングは重罪よぉ。しちゃダメなの。,"on my planet, there's no hacking allowed!",黑客行为是重罪。是不可以做的事情。,해킹은 중범죄란다. 하면 안 돼.,
,それにあなた、地下へ入ったわねぇ？,"But you've already broken the rules, hm?",而且，你还跑到地下去了吧？,"거기다 너, 지하에도 들어갔지?",
2ndho235,……も〜。悪い子なんだからぁ。,"Just so you know, going underground",……真是的～不让人省心。,……정말 못된 아이로구나.,
,あのね。地下は立ち入り禁止なの。,"is a no-no, too. You naughty little thing.",你听好，地下是禁止进入的。,잘 들으렴. 지하는 출입금지 구역이란다.,
,古い設備が多くて、すっごく危ないのよぉ？,It's far too dangerous to be down there.,那边的设备都很老旧了，出意外多危险呀。,낡은 설비가 많아 굉장히 위험한 곳이거든.,
2ndho236,……\.\.\.,.\..\..\.,……\.\.\.,……\.\.\.,
,僕が地下へ入ったなんて、,Wait... How exactly did you know that I,您怎么知道我到地下去了？,어떻게 제가 지하에,
,どうしてわかるんですか？,was underground?,,들어갔다는 사실을 아셨죠?,
2ndho237,ナイショ。,"Hehe, I have my ways.",不告诉你。,비밀이란다.,
,いいのよ、気にしなくて。,But you don't have to worry anymore.,你不用在意啦，细枝末节而已。,괜찮아. 너무 걱정할 필요 없어.,
,どうせ公にするつもりはないから。,All of this can stay our little secret.,反正我也不打算公布出去。,애초에 공공연하게 떠들 생각도 없으니까.,
2ndho238,……\.\.\.ゼロデイに,.\..\..\.Zero Day blackmailed you into,……\.\.\.是“零日”那帮人，,……\.\.\.Zero Day의,
,誘導されたんでしょう？,"cooperating with them, didn't they?",把你引过去的吧？,꾀임에 넘어갔지?,
2ndho239,まったく……,"Oh, dear...",唉……,이거야 원……,
,うちの「いたずらっ子」ちゃん達ったら,Those little rascals are always causing,我家里的这些“小淘气”，,"우리 ""장난꾸러기""들은",
,相変わらず元気なんだからぁ。,trouble. I wish I had that kind of energy!,还是那么有精力。,변함 없이 기운이 넘치는구나.,
2ndho240,カレルレンちゃんから聞いたわよぉ。,But I heard from little miss Karellen that,对了！我都听卡列伦说啦。,카렐렌에게 들었단다.,
,あなたも、かなりのいたずらっ子ちゃん,"you've been a pretty bad boy, yourself.",你也是个爱调皮捣蛋的小朋友。,너도…,
,みたいねぇ？,I guess naughtiness is just in your genes.,对不对？,꽤 장난꾸러기라며?,
2ndho241,イエハトブ・スタイラスの息子。,"After all, you are Ihatov Stylus' son...",伊哈托夫·斯泰拉斯的儿子。,예하토브 스타일러스의 아이야.,
,……今、共生体の上層部はあなたの話題で,"From what I've heard from the higher-ups,",……现在呀，共生体的高层整天都在议论你。,……지금 공생체 상층부의 주요 화제는,
,持ちきりよぉ。すごいじゃない。,you have the whole Symbiote in a panic.,真厉害！,너란다. 인기가 대단하던데?,
2ndho242,……そりゃあ、あの子たちも,"And you're popular, too. All the Zero Day",这么有本事的孩子……,……그러니 우리 장난꾸러기들도,
,あなたとお友達になりたがるわけよねぇ……,rascals want to play with you.,那些捣蛋鬼当然会想跟你做朋友啦。,너와 친구가 되려는 거고……,
2ndho243,上層部……,"The ""higher-ups""...?",高层……,상층부……,
,\C[1]（つまり、他の惑星の管理者たちも……）,\C[1](They're all in contact with each other?),\C[1]（也就是说，还有其他行星的管理人……）,"\C[1](그 말은, 다른 행성의 관리자 역시……)",
2ndho244,ケッ！！　ドイツモコイツモ,"UGH, YOU'RE ALL SO ANNOYING!",[哈！！搞了半天，,흥! 이놈이고 저놈이고,
,ミーハーナコッタ！！,DON'T ANY OF YOU EVER GIVE IT A REST?,个个都是跟风脑残粉啊！！],전부 못 돼먹은 놈들이지!,
,オレハキョウミネーカラナ！,I COULDN'T CARE LESS ABOUT THIS STUFF!,[我连看都不稀罕看！],나는 별 관심 없다고!,
2ndho245,カレルレンちゃんは今、血眼になって,I'm impressed. Not just anyone can get,卡列伦现在可是在到处找你，,카렐렌은 지금 눈을 부릅뜨고,
,あなたを探してる。,Karellen fired up like that... Come to,找得眼都红啦。,널 찾고 있단다.,
,あの子のあんな姿、初めて見たわぁ。,"think of it, I've never seen her so angry!",我还是第一次见到那孩子那个样子。,그 애가 저러는 모습은 처음 봤어.,
2ndho246,……どうやら、よっぽど,You've got some impressive tricks up your,你呀……,……아무래도 상당한,
,凄い魔法を使ったみたいねぇ？\!,sleeve... There's nothing quite like some\!,好像用了特别厉害的魔法吧？\!,마법을 부린 모양이던데?\!,
,秘密はその\.「懐かしいの」\.にあるのかしら。,"good \.old-fashioned\. technology, hm?",秘密就在你身上那个好怀念的东西里吗？,"그 비밀은 저 \.""옛 물건""\.에 있으려나?",
2ndho247,……\.\.,.\..\..\.,……\.\.,……\.\.,
2ndho248,それで、,And?,所以，,"그래서,",
,何が言いたいんですか？,What are you trying to say?,您到底想说什么？,무슨 말이 하고 싶으신 거죠?,
2ndho249,……\.\.\.あのね。,.\..\..\.Let me cut to the chase.,……\.\.\.那好吧。,……\.\.\.좋아.,
2ndho250,単刀直入に言うわ。,I think you and I can make a deal here.,我就开门见山了。,단도직입적으로 이야기하마.,
,わたしと取引しない？,I want you to join me.,你要不要跟我做交易？,나와 거래하지 않을래?,
2ndho251,ゼロデイの情報を提供してくれるなら、,"Bring me intel on Zero Day, and I'll make",只要你给我提供零日的线索，,"Zero Day의 정보를 넘기면,",
,あなたのことを保護してあげる。,sure no one harms a hair on your head.,我可以为你提供庇护。,널 보호해 줄게.,
2ndho252,わたしなら、カレルレンちゃんと,I'm confident that I could talk some sense,以我的立场，,나는 카렐렌과,
