翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,人間が飲む＂酒＂の主成分。,kind that people drink for a good time.,是人类喝的“酒”的主要成分。,"인간이 마시는 ""술""의 주요 성분이지.",
ho580,あ。酒……ってわかるか？,"Er, wait—you know what alcohol is, right?",啊……酒是什么你知道的吧？,"아, 술…… 이 뭔지는 알지?",
ho581,ば、バカにするなよ！,O-Of course I do! I'm not that naive!,别、别把我当傻瓜！,"바, 바보 취급 하지 마!",
,それくらいは知ってるさ。,Give me a break…,酒我还是知道的。,그 정도는 알아.,
ho582,ははは。ま、これは酒じゃないけどな。,"Hahaha! Anyway, this isn't for drinking.",哈哈哈。虽然这个不是酒。,"하하하. 뭐, 이건 술은 아니야.",
,純度を高くしたものは、,It's a highly-concentrated form of alcohol,这东西经过提纯之后，浓度变高，,순도가 높은 에탄올은,
,消毒液としてもよく使うんだ。,that's often used as a disinfectant.,就可以拿来消毒什么的。,소독용으로 자주 쓰이거든.,
ho583,……でも、エタノールが,But I still don't get it…,……可是，,"……그런데, 에탄올이",
,なんでこんなところに……,Why would anyone need ethanol in here?,为什么这种地方会有乙醇？,어째서 이런 곳에……,
ho584,さあなあ。,Who knows? 'Cause they're high-strung?,谁知道呢？,글쎄.,
,神経質なやつなんじゃないか？,Or maybe they're just a neat freak.,没准这人比较敏感？有洁癖之类的。,꽤 예민한 녀석 아닐까?,
ho585,神経質なやつが、こんなに堂々と,"He's high-strung, but I dunno about neat.",敏感的人，,예민한 사람이 공용 사물함을,
,共用ロッカーを私物化するか？,He had no problem taking over this locker.,哪会这么明目张胆地霸占公用储物柜……,당당하게 독차지하는 게 말이 돼?,
ho586,……謎だ。,Now THIS is a real mystery…,……想不通。,……의문투성이네.,
ho587,それよりこれ、,One we probably won't be solving any time,不管这人了，,"그건 그렇고,",
,何かに使えそうだな。,soon. But we might be able to use this,这瓶乙醇看来能派上点用场。,이건 쓸모가 있겠는걸.,
,もらっていこう。,for something. Let's take it with us.,咱们拿走吧。,가지고 가자.,
ho_Ignium1,p1,Page 1,第一页,1페이지,
,,The energy necessary to run the heating and water,本浴场采用“伊格尼姆”能源系统净化水质，,"이 대형 목욕탕은 ""이그늄"" 방식의",
,この大浴場は、「イグニウム」式エネルギーシステムを利用して,purification system of this bathing facility is,调节并维持水温。,에너지 시스템을 사용해 정수 및,
,浄水や温度調整を行っています。,generated using ignium power.,,온도 조절을 실시하고 있습니다.,
,,,,,
,,The Properties of Ignium:,何谓伊格尼姆：,이그늄:,
,イグニウムとは：,"Ignium, a crystalline substance possessing special",发现于莫莉安星的一种结晶体，,이그늄은 모리안 행성에서 발견한,
,イグニウムは、惑星モーリアンで発見された特別な性質をもつ,"properties, was first discovered on planet Mollia.",具有特殊的性质。,특별한 성질을 지닌 결정체입니다.,
,結晶体です。,,,,
,,Its structure holds tremendous potential energy,结晶内封有蕴含巨大能源的反物质，,이그늄 내부는 막대한 에너지를,
,イグニウムの中には莫大なエネルギーを,sealed within a field of antimatter particles.,,"지닌 ""반물질""로 이루어져 있으며,",
,内包した「反物質」が閉じ込められており、,The amount of energy that can be extracted from it,可从中提取出近乎无限的能量。,이 반물질에서 무한에 가까운,
,ここから、無限に近い量のエネルギーを抽出できます。,is so vast that it is said to be nearly infinite.,,에너지를 뽑아낼 수 있습니다.,
,,,,,
ho_Ignium2,p2,Page 2,第二页,2페이지,
,,Pure ignium can be refined from ignium ore and,本设备中央的结晶体，,중앙에 심은 결정체는 에너지를,
,,harnessed in order to safely extract the energy held,由纯伊格尼姆及一层人工外壳构成，,안전하게 뽑아낼 목적으로,
,中央に埋め込まれた結晶体は、純イグニウムに人工的に外殻を形成し、,within. The crystal powering this bathing facility is,以达到安全提取、利用其能源的目的。,순수한 이그늄에 인공 외피를,
,安全にエネルギーを取り出せるようにしたものです。,one such crystal.,,씌운 것입니다.,
,,,,,
,純イグニウム量はわずか0.1gですが、,"In fact, just 0.1 g of pure ignium can generate",尽管设备中纯伊格尼姆用量仅0.1g，,"실제 질량은 0.1g에 불과하지만,",
,これだけで1000年間以上、お湯を温かく保つことができます。,enough energy to heat the water in this bathing,却足以维持热水温度至少1000年。,"이 정도 양으로도 1,000년 이상",
,,facility for over a thousand years.,,물 온도를 유지할 수 있습니다.,
,イグニウムは、この利便性から,,,,
,カレルレニア共生体全域での汎用的な,"Due to its vast potential as a power source, the",因伊格尼姆是如此便利，如今，,"이러한 편의성 덕에, 이그늄은",
,エネルギー源となっているのです。,Karellenian Symbiote has adopted ignium as its,它已成为卡列伦尼亚共生体全域,카렐레니아 공생체 전역의 에너지원으로,
,,primary source of energy production.,应用最为广泛的能源。,널리 쓰이고 있습니다.,
,,,,,
ho_Ignium3,p3,Page 3,p3,3페이지,
,,WARNING:,注意：,주의:,
,,Ignium is stable when its antimatter field is left,通常情况下，,"이그늄 내부의 ""반물질""을 가두는",
,注意点：,"intact. However, when the substance comes into contact",伊格尼姆中封锁“反物质”的力场相当稳定，,"역장 구조는 매우 안정적이지만,",
,イグニウムの「反物質」を閉じ込める力場は安定していますが、,"with alcohol solutions such as concentrated ethanol,",但据目前研究可知，,유일하게 에탄올 등 알코올류에,
,唯一、エタノールなどのアルコールには弱いことが知られています。,its stability is compromised.,它唯一的弱点是酒精（如乙醇等）。,약한 것으로 판명되었습니다.,
,,,,,
,純度50%以上のアルコールに触れると、,Highly concentrated alcohol solutions destabilize the,一旦接触浓度高于50%的酒精，,이그늄이 순도 50%가 넘는 알코올과,
,イグニウムの外殻や力場は崩壊し、,antimatter field and cause its collapse. The resulting,伊格尼姆的外壳及力场就会崩坏，,"접촉하면 외피와 역장이 붕괴하며,",
,内部の反物質が対消滅して大爆発を起こします。,subatomic collision of matter and antimatter then,诱使内部反物质湮灭，引起大爆炸。,내부에 있던 반물질이 대소멸 현상을,
,十分注意して取り扱うこと。,triggers a catastrophic explosive reaction.,,일으키며 큰 폭발을 일으킵니다.,
,,Handle ignium with EXTREME CAUTION.,因此，使用时请万分小心。,주의를 기울여 신중히 취급하십시오.,
hi0485,……動かない。,It won't move…,……一动不动。,……움직이지 않는다.,
,壊れているようだ。,It must be broken.,好像是坏了。,망가진 것 같다.,
hi0486,ガラスが壊れて、中の,The glass has been broken and the ignium,外侧玻璃碎裂，,"유리가 깨져, 안에 든 이그늄이",
,イグニウムが露出している。,inside is now exposed.,里面的伊格尼姆暴露在外。,바깥으로 드러나 있다.,
hi0488,消毒用エタノールをかける,Spray it with ethanol disinfecting spray,泼上乙醇消毒液,소독용 에탄올을 뿌린다,
hi0488-2,消毒用エタノールを渡す,Hand over the ethanol disinfecting spray,交出乙醇消毒液,소독용 에탄올을 건넨다,
ka007,\C[1]（こんな位置で大爆発があれば,\C[1](Causing an explosion in a place like,\C[1]（如果在这里制造大爆炸，,\C[1](여기서 대폭발을 일으키면,
,　とんでもないことになるだろうな。,this could be catastrophic... I dunno...,后果肯定很严重。,엄청난 일을 저지르게 되겠지.,
,　……それでも、やるべきか？）,Should we really go through with it?),……我真的应该这么做吗？）,……그래도 괜찮을까?),
ka008,\C[1]（……まあいいか。,"\C[1](Well, I've got nothing to lose. It's not",\C[1]（……管他的。,"\C[1](……뭐, 상관 없어. 어차피",
,　どうせ僕のスコアはもう下がらないんだ。,like my score could get any worse. I've,反正评分都扣到底了。,더 이상 내려갈 스코어도 없으니까.,
,　生きるためにはやるしかない）,gotta do whatever it takes to survive.),为了活下去，只能动手）,살아남으려면 이 방법 뿐이야),
ka009,\C[1]（あとは、このガラスケースさえ,\C[1](Now I just need to do something about,\C[1]（剩下的问题就是，,\C[1](이제 이 유리 케이스만,
,　なんとかすれば……）,this glass case...),怎么去掉外面的玻璃罩……）,어떻게 하면 될 것 같은데……),
ho588,……,...,……,......,
ho589,………………,...,………………,........................,
,\C[1]（いや、でも……）,\C[1](I don't know what to do...),\C[1]（不，但是……）,\C[1](잠깐만......),
ho590,\C[1]（いいのか？\.\.,\C[1](If go through with this...\.\.,\C[1]（这样真的好吗？\.\.,\C[1](정말 괜찮을까?\.\.,
,　これ以上、カレルレンに喧嘩を売れば……）,I'm basically declaring war on Karellen.),如果再进一步挑衅卡列伦……）,이 이상 카렐렌에게 시비를 걸었다가는...),
ho591,かけないのか？,What's wrong? Not much of a throwing arm?,嗯？你不往上浇吗？,안 던질 거야?,
hi0489,待て。,Hold it.\! You don't wanna be standing,等等。,,削除
,そこでやると危険そうだ。,there for what comes next. Why don't we,我们还留在这里呢，太危险了。,여기서 에탄올을 뿌리면 위험해.,
ho592,う～ん、ちょっと場所が悪いな。,Why don't we stand back and chuck it from,嗯～位置确实不太好。,"하긴, 이 자리는 좀 별로네.",
,あっちから投げよう。,over there?,还是从那边丢过来吧。,저기서 던지는 게 좋겠다.,
,ビンを渡してくれ。,"Here, gimme the bottle.",那个瓶子给我一下。,그 병 이리 줘.,
ho592_sa,ちょっと場所が悪いな。,This probably isn't the best place to be.,这个位置不太好。,이 자리는 좀 별로네.,
,あっちから投げよう。,We should chuck it from way over there.,还是从那边丢过来吧。,저기서 던지는 게 좋겠다.,
,ビンをくれ。,Hand over that ethanol.,瓶子给我。,병 이리 줘.,
ho593,う、うん。,"Uh, if you say so…",啊，好。,"그, 그래.",
,\C[1]（投げ……？）,"\C[1](Did he just say ""chuck it""?)",\C[1]（丢……？）,\C[1](던진다고……?),
hi0492,そうだな。ここじゃ危険だ。,Nah… We'd be toast at this range.,我看看。在这里太危险了。,"그러게, 여기서 하면 위험하겠어.",
,あっちから投げよう。,Let's chuck it from waaay over there.,从那边丢过来吧。,저기서 던지는 게 좋겠다.,
ho594,よーし。,"All right, partner. Let's do this.",好！,좋아.,
,ねらいを定めて……,Ready… Aim…,瞄准目标……,목표를 정하고……,
ho595,……今のうちだな。,"…All right, now's our chance.",……趁现在。,……지금이야.,
,通路に出てみようぜ。,Let's get outta here.,我们到通道里去吧。,통로로 나가 보자고.,
ka010,「窓の外をよくご覧ください！,What do you see when you look out of the,“请看！窗外是不是有一颗,"""창밖을 잘 보세요!",
,　青く光るキューブを見つけられますね？,window? If you spotted a glowing blue,发着幽幽蓝光的立方体呢？,푸르게 빛나는 큐브가 보이시나요?,
,　これは、学園船の衛星Ｒです。」,"cube, you found the Gymnasium's Orbit-R!""",那是我们学舰的卫星R。”,"그건 학원선 위성 R이랍니다.""",
ka011,「衛星Ｒは、船内の掃除Ｒと連携して,Orbit-Rs work together with Clean-Rs to,“卫星R的主要功能，是与船上清洁R联动，,"""위성 R은 선내 청소 R과 연동해",
,　窓をきれいにします。」,"to keep our windows squeaky clean!""",维持各船体舷窗的洁净哦。”,"창문을 청소한답니다.""",
hi0593,カメラズーム,Zoom in,镜头拉近,카메라 확대,
ka012,掃除Ｒを集めさせる,Gather the Clean-Rs,命令清洁R集合,청소 R을 모은다,
ho596,そっちへ出ると見つかるぞ。,"If you go that way, they'll find you!",你从那边出去会被发现的。,그쪽으로 나가면 들킬 거야.,
,おれたちは通路へ出てみようぜ。,We need to get out to the hallway.,我们到外面的通道里去吧。,우리는 통로로 나가자.,
ho596a,そっちへ出ると見つかるぞ。,"If you go that way, they'll find you!",你从那边出去会被发现的。,그쪽으로 나가면 들킬 거야.,
,おれたちは通路へ出てみようぜ。,We need to get out to the hallway.,我们到外面的通道里去吧。,우리는 통로로 나가자.,
ho601,……傷が開いてるな。,Oof... Your wounds are opening up again.,……你的伤口裂开了。,......상처가 벌어졌어.,
,一旦どこかで休んだ方がよさそうだ。,How about we find a place to take a break?,看来最好找地方休息一下。,일단 쉴 곳을 찾는 게 좋겠는걸.,
ho602,休憩……,"Mm, I should rest...",休息……,쉴 곳이라......,
hi0584,……見つけた。,Found it!,……找到了。,......찾았어.,
,「Dorm sesame - 0643」だ。,"It's ""Dorm sesame - 0643"".",是“Dorm sesame - 0643”。,Dorm sesame - 0643이야.,
hi0585,えっ……？,"Wait, how did—",哎……？,뭐......?,
hi0586,ハッキングには,"To hack it, you're gonna",你破解的时候，,해킹을 하려면,
,R-codeが必要なんだろ？,"need the R-code, right?",不是需要R-code吗？,R-codes가 필요하다며?,
,さ、ドアを開けてくれ。,"Be a pal, open it up for me!",来，快把门打开吧。,"자, 문을 열어 봐.",
hi0587,……\.\.わかったよ。,…Okay.,……\.\.知道啦。,......\.\.알았어.,
hi0588,ドアロック解除,Unlock the door,打开门锁,문의 잠금 장치를 해제한다,
hi0589,トラップ解除,Disable trap,解除陷阱,함정 해제,
hi0591,……扉の端にR-codeを見つけた。,There's an R-code on the edge of the door.,……在门的角落里找到了R-code。,문 끝부분에서 R-codes를 찾았다.,
hi0592,ついでにトラップも解除しておこう。,"While I'm at it, I'll disable the trap too.",顺便把陷阱也一并解除了吧。,하는 김에 함정도 해제해야겠다.,
,……よし、これで危険が減るはずだ。,Now we should be safe.,……好，这样应该能放心一点。,"……됐어, 이제 위험 요소는 없을 거야.",
hi0592_sa,ついでにトラップも解除しておこう。,"While I'm at it, I'll disable the trap too.",顺便把陷阱也一并解除了吧。,하는 김에 함정도 해제해야겠다.,
,よしこれで安心だ。,Now we should be safe.,好，这下就没事了。,"좋아, 이제 괜찮을 거야.",
ho603,その傷じゃ危ないぞ。,Not with those wounds you aren't.,你那伤不管的话太危险了。,"그 상처, 그대로 두면 위험해.",
,どこかで休もう。,Let's find somewhere safe.,找个地方先休息吧。,쉴 곳을 찾아보자.,
ho604,\C[1]（ここだけ開けると危ないな。,\C[1](They'll find us if this is the only,\C[1]（只打开这里有点太明显了。,\C[1](여기만 열려 있으면 위험할 거야.,
,寮の全部屋のロックを同時解除しておこう）,lock I open. I'll unlock the entire dorm.),保险起见，把全宿舍的门锁都解除吧）,다른 기숙사 방 자물쇠도 전부 열어 두자),
ho605,……何か、止血できるもの。,I need something to stop the bleeding.,……有没有什么能止血的东西？,......지혈할 게 필요해.,
,布とか……,Maybe a cloth or a towel...,哪怕布头也好……,하다 못해 천이라도...,
,,,,,
ho606,\C[1]（ベッドのシーツか。,\C[1](Aha... Bed sheets will do the trick.,\C[1]（床单？,\C[1](침대 시트네.,
,　そうだ、これを破れば……）,I can rip them into a makeshift bandage.),对了，可以撕开……）,"그렇지, 이걸 찢으면......)",
ho607,う……,Hngh...,呜……,윽......,
ho608,大丈夫か？,"You okay, pal?",还行吗？,괜찮아?,
,手伝ってやろうか。,Need some help?,我来帮你吧。,도와 줄까?,
ho609,……別に。,...I'm fine.,……不用。,......됐어.,
,怪我は慣れてるから、,"At this point, I'm pretty used to getting",我习惯了。,이 정도 상처는 익숙하니까.,
,１人の方がやりやすい。,beat up. I can handle this on my own.,自己来更好包扎。,혼자 하는 게 편해.,
ho609_sa,……怪我は慣れてるから。,"At this point, I'm pretty used to getting",……我习惯了。,……이 정도 상처는 익숙하니까.,
,１人の方がやりやすい。,beat up. I can handle this on my own.,自己来更好包扎。,혼자 하는 게 편해.,
ho610,ふーん。,Suit yourself...,是么。,흐음.,
ho611,ところで、おまえ。,"Y'know, you're pretty famous around here.",哦，话说，,"그건 그렇고, 너.",
,ジョバンニ・スタイラスだよな。,The one and only Giovanni Stylus.,你是乔班尼·斯泰拉斯没错吧？,"조반니 스타일러스, 맞지?",
,あの有名な。,Emile was always talking about you.,很出名的那个。,유명하던데.,
ho612,エーミールからよく聞いてたよ。,"I heard you've got plenty of brains, but",埃米尔经常提起你。,에밀에게서 자주 이야기를 들었거든.,
,「人間スコア最低の少年」――,terrible luck. Must be rough having the,“人类评分最低的男生”——,최하 인간 스코어 보유자......,
,頭は良いのに、いろいろと大変なんだってな？,worst human score on record.,据说你脑子很好用，但是过得很辛苦啊？,"머리는 좋은데, 여러모로 험한 꼴을 당했다며?",
ho613,知られてたんだ。光栄だな。,Great... My reputation precedes me.,你知道我？那真荣幸。,유명하다니 영광이네.,
,そっちこそ有名な「カムパネルラ」じゃないか。,"But if one of us is ""famous,"" it's you.",不过你才是“传说中的康帕聂拉”吧？,"너야말로 그 유명한 ""캄파넬라""면서.",
ho614,僕も君を知ってるよ。,Look at you. The great Campanella.,我也知道你。,나도 네가 누구인지는 알아.,
,人間スコア学内最高で、女子生徒達の王子様。,Mr. High-Score Shining Star... Your fans,人类评分全校第一，女生心目中的王子殿下。,"최고 인간 스코어 보유자에,",
,……話す機会なんて一生ないと思ってた。,foam at the mouth whenever they see you.,……本来以为跟你一辈子都不会有交集。,여학생 사이에서는 왕자님으로 통하지.,
,,,,......평생 이야기할 기회가 없을 줄 알았어.,
ho615,でも、そうか。,I'm surprised you even know I exist...,不过，,"하지만, 그렇구나.",
,エーミールさん……,...Wait. Emile was talking about me?,你刚才说埃米尔会长……,에밀 씨가......,
ho616,……あの人が、僕の話を。,"Emile, talking about me. Wow. I can't",原来……他跟你提过我啊。,......그 사람이 내 이야기를 했구나.,
,嬉しいな。,believe it... That's so cool.,好开心。,기쁘네.,
ho617,げっ……,Yikes... Don't tell me he conned you into,恶……,으엑......,
,おまえ、あいつの信奉者か？,"his student body cult, too?",你该不会是那个家伙的信徒吧？,"너, 그 자식 신봉자냐?",
ho618,信っ……！,Cult...?,信！……,신봉자라니...!,
,そ、そんなんじゃないけど。,"No, Emile isn't conning anyone!",不、不是那种啦。,"그, 그런 거 아니야.",
ho619,エーミールさんは……底辺生活だった僕を,It's just... I owe him everything.,当初，是会长……找到了过着底层生活的我，,에밀 씨는...... 밑바닥 생활을 하던,
,見つけ出して、ここに連れてきてくれた……,"When I was at my lowest, he took me in.",把我带来这里……,"날 찾아, 여기로 데리고 온...",
,恩人なんだ。,I'm here because of him. He saved me.,他是我的恩人啊。,은인이거든.,
ho620,生徒会の仕事で忙しいだろうに。,Even though I know how busy he is with his,学生会的工作肯定很忙，,"학생회 일로 바쁘실 텐데,",
,学校に入ってからも、いつも僕を,"duties as student council president, he",但是在我入学之后，,여기로 온 뒤에도 언제나 날,
,気にかけてくれて……,always took the time to be there for me.,会长还是对我照料有加……,챙겨 주셨지......,
ho621,宇宙には優しい人もいるんだって、,I'd started to think there was no kindness,自从认识他，我才知道，,우주에 상냥한 사람도 있다는 걸,
,初めて知ったよ。,left in this universe...until I met him.,原来这宇宙之内也是有好人的。,그때 처음 알았어.,
ho622,……,...,……,......,
,底辺生活か。,"When you were at your lowest, huh?",底层生活啊。,밑바닥 생활이라.,
ho623,そういやおまえ……,"You're one of the survivors, aren't you?",说到这个……,"그러고 보니, 너……",
,あの＂事故＂の生き残りなんだっけ。,"Of the ""accident"" on Grakkis Prime.",你是那起“坍塌事故”的幸存者吧？,"그 ""사고""의 생존자, 맞지?",
,母親と２人で。,I heard only you and your mom made it out.,你，还有你母亲。,어머니와 둘이서 말이야.,
ho623_sa,あの＂事故＂の生き残りなんだっけ。,"Of the ""incident"" on Grakkis Prime.",你是那起“坍塌事故”的幸存者吧？,"그 ""사고""의 생존자, 맞지?",
,母親と２人で。,I heard only you and your mom made it out.,你，还有你母亲。,어머니와 둘이서 말이야.,
ho624,……\.\.,...\.\.,……\.\.,……\.\.,
ho625,そうだけど。\.,"Yeah, but...\.",是倒是。\.,"맞아, 하지만......\.",
,……母さんは、とても＂生き残り＂とは,"My mom still hasn't made it out, really.",……虽然我妈妈的状态，不太算是“幸存”。,"엄마도 ""생존자""라 할 수는 없을 것 같아.",
,言えないかな。事故以来、目を覚まさないし。,She's been in a coma ever since that day.,那天以后，她就一直昏迷不醒。,사고 이후 지금까지 깨어나지 않으셨으니까.,
ho626,……母さんは……\.\.事故が起きた時、,"When the collapse happened, my mom...\.\.",……她……\.\.当时，为了保护我……,"사고가 일어났을 때, 엄마는……\.\.",
,僕を庇うために瓦礫の下敷きになって、,She sacrificed herself to keep me safe.,自己被压在瓦砾底下。,"날 감싸려다 잔해에 깔려, 생명이 위태로울",
,生きていられないくらいの大怪我をした。,Her body was crushed under the rubble...,伤得非常重，命差点没保住。,정도의 큰 부상을 입으셨어.,
ho627,……重傷、\.か。,"Crushed...? \.Oh, god...",她受了重伤啊…\.…,"......중상,\. 이셨구나.",
,じゃあ今は……,Did she...?,那她现在，是在……,"그럼, 지금은......",
ho627_sa,"今は……？",Did she...?,那她现在……？,지금은……?,
ho628,今は……,"No... But, it was a miracle she survived.",她现在……,지금은......,
,病院で、治療を受けている……,She's still in treatment at the hospital.,躺在医院里，接受治疗……,병원에서 치료를......,
,……はずだけど……,"Or at least, she was...",……应该是这样的……,...... 받고 계셔야 하는데......,
ho628_sa,病院で、治療を受けている……,She's still in treatment at the hospital.,躺在医院里，接受治疗……,병원에서 치료를……,
,……はずだけど……,"Or at least, she was...",……应该是这样的……,받고 계셔야 하는데……,
ho629,けど？,Huh? What do you mean?,应该？,.....그런데?,
ho630,分からない。\.\.僕のスコアは……,"I'm not sure, \.\.but when my score tanked,",我没法确定。\.\.毕竟……,모르겠어. \.\.내 스코어는 방금 전에......,
,こんなことになっちゃったわけだし。,they cut off my benefits. Then the Rs went,我的评分都变成这样了。,이 꼴이 되었으니까.,
,無事なのかどうかも……,ballistic... I just hope my mom is okay.,不知道她有没有事……,무사하실지 어떨지......,
ho631,……\.\.僕たち、,\.\.And now that we've crossed this line...,……\.\.以后，,"......\.\.있지, 우리는......",
,これからどうなるんだろう。,Who knows what'll happen to us?,我们到底会怎么样啊？,앞으로 어떻게 될까?,
ho632,スコア、な……,"All because of your score, huh...?",评分啊……,"스코어, 말이지......",
ho633,なあ。ジョバンニ。,"Let me ask you something, Giovanni.\!",喂，乔班尼。,"저기, 조반니.",
,おまえ、カレルレンが憎いか？,Do you hate Karellen?,你恨卡列伦吗？,"너, 카렐렌이 밉냐?",
ho633_sa,ジョバンニ。,Giovanni.,乔班尼。,조반니.,
,おまえ、カレルレンが憎いか？,Do you hate Karellen?,你恨卡列伦吗？,"너, 카렐렌이 밉냐?",
ho634,え？,Huh?,啊？,뭐?,
ho635,元はと言えば、,Lemme put it this way...,归根结底，,원인을 따져 보면 너는,
,カレルレンの決めたスコアのせいで,The reason you're suffering is because,不就是因为卡列伦搞出来的那什么评分，,카렐렌이 정한 스코어 때문에,
,そんな状況になってるわけだろ。,of something Karellen decided for you.,才让你们过得那么惨。,이런 꼴을 당하고 있잖아.,
ho636,理不尽だと思わないか？,Don't you think that's unfair?,你不觉得很没道理吗？,불합리하다는 생각 안 들어?,
ho637,別に。,Not really.,不啊。,그다지.,
,僕のスコアが低いのは父さんのせいだろ？,It's my dad's fault my score is so low.,我评分低不都是我爸造的孽吗？,내 스코어가 낮은 건 아빠 때문이잖아?,
,,,,,
ho638,事故だって……\.\.\.,"And as for the collapse, \.well...\.\.\.",再说，坍塌事故……\.\.\.,그 사고 역시……\.\.\.,
,…\.…\.ただの偶然なわけだし。,\.\.That was just a terrible accident.,…\.…\.也只是我们比较倒霉。,…\.…\.그저 우연일 뿐이야.,
ho639,じゃあ、もし。,And what if it wasn't?,那，如果说，,"그럼, 만약에 말이야.",
,その事故がわざとなら？,What if it was all part of its plan?,那次坍塌根本不是事故呢？,일부러 사고를 냈다면?,
ho640,\C[1]（わざと……）,\C[1](If Karellen wanted to kill us off...?),\C[1]（故意……）,\C[1](일부러......),
ho641,あくまで仮定の話だ。,"Of course, that's just a theory.",只是个假设，你回答一下。,어디까지나 가정이야.,
ho642,……,...,……,......,
,もし、わざとなら……,...If Karellen was behind what happened...,假如，是它故意做的……,만약 일부러 그랬다면......,
ho642_to,もし、わざとなら……,...If Karellen was behind what happened...,假如，是它故意做的……,만약 일부러 그랬다면......,
ho643,……許せるわけないよ。,I'd do whatever it takes to get revenge.,……那我怎么可能放过它？,......용서하지 않을 거야.,
,絶対に。,That thing would pay.,绝不可能。,절대로.,
ho644,……だけど……,But even if that were true... I'd still,……但是……,하지만......,
,カレルレンと同じくらい、,blame one person as much as Karellen.,关于这件事，要怪的不止卡列伦。,카렐렌을 용서할 수 없는 만큼,
,僕自身も許せない。,And that person is me. I'm a coward.,我也没法原谅我自己。,나 자신도 용서할 수 없어.,
ho645,事故が起きた時。,"When everything collapsed, I was so",房子塌了的时候，,"사고가 일어났을 때,",
,あの時――怖くて、ただ母さんの,scared. I couldn't even think. All I could,我实在太害怕了……,그때 난… 너무 무서워서…,
,言う通りに逃げることしかできなかった。,"do was run, just like my mom told me to.",只能听妈妈的话，自己一个人逃。,엄마 말대로 도망칠 수밖에 없었어.,
ho646,今回もそうだ。,And look at me. I'm no different now.,这次也一样。,이번에도 그래.,
,結局、逃げることしかできてない。,Still running away to this day...,到头来，我能做的还是只有逃跑。,결국 도망칠 수밖에 없었어.,
,……悔しいよ。,You know...I hate that part of myself.,……我很不甘心啊。,……너무 분해.,
ho646_to,今回もそうだ。,And look at me. I'm no different now.,这次也一样。,이번에도 그래.,
,結局、逃げることしかできてない。,Still running away to this day...,到头来，我能做的还是只有逃跑。,결국 도망칠 수밖에 없었어.,
ho647,……\.\.悔しいよ。エーミールさんに助けられて……,"\.\.I hate what I've become. Emile saved me,",……\.\.我很懊悔啊。埃米尔会长帮我那么多……,"......\.\.에밀 씨의 도움을 받다니, 너무 분해......",
,寄宿舎なんかでぬくぬく過ごして、,and I coasted along in my cushy dorm life.,结果我在宿舍过了几天舒服日子，,"기숙사에서 편하게 지내다 보니,",
,甘ったれのクソ野郎になっちゃったんだ。,Taking everything for granted.,就成了一个养尊处优的混蛋。,응석만 부리는 바보가 되어 버릴 줄이야.,
ho648,……\.\.,...\.\.,……\.\.,......\.\.,
,これからはもう失敗しない。,But I won't make the same mistake again.,我今后不会再失败了。,더는 실패하지 않을 거야.,
ho648_sa,これからはもう失敗しない。,But I won't make the same mistake again.,我今后不会再失败了。,더는 실패하지 않을 거야.,
ho649,僕は、,I'm gonna live my life to the fullest...,能活几天，我就会拼命活。,이제부터 난……,
,生きられるだけ、生きてやる。,,,목숨이 붙어있을 때까지 살아남겠어.,
ho649_sa,生きられるだけ、生きてやる。,I'm gonna live my life to the fullest...,能活几天，我就会拼命活。,목숨이 붙어있을 때까지 살아남겠어.,
ho650,ハッキングだって、,And if I have to hack my way through life,要破解的时候……,해킹도……,
,……\.\.全力でやってやる。,...I'll be the best damn hacker I can.,我也一定会用上看家本事。,전력을 다해 사용할 거야.,
ho650_sa,ハッキングも,"And if hacking's what I need to do, then",如果要破解什么东西，,해킹 역시,
,全力でやってやる。,I'll be the best damn hacker I can.,我也一定会用上看家本事。,전력을 다해 사용할 거야.,
ho651,ジョバンニ、,"Man, Giovanni...",乔班尼，,조반니.,
,おまえ、……,To be completely honest with you...,你这人……,너......,
ho652,……\|いいな。,I'm a little jealous.,……\|真不错。,......\|괜찮은 녀석이잖아.,
ho653,はあ？,"Huh? You, jealous of me?",啊？,......뭐?,
ho654,ああ、……そうだな。,"Yeah, well... I guess you could say...",是啊……你说得对。,그럼...... 그래야지.,
,それこそが、人間だよな……,I just love how flawed you are.,那样才是人类嘛……,인간이라면 말이야......,
,ジョバンニ、おまえ人間らしいなあ！,But that's just what it means to be human!,乔班尼，你这家伙，真像个人类啊！,"조반니, 너 정말 인간답구나!",
ho655,そうだ、それでいいんだよ。,And that's exactly why I won't let that AI,这就对了，这样就可以了。,"그래, 그러면 돼.",
,道具に殺されるなんて間違ってる。,asshole and its uppity gadgets kill you.,乖乖等着工具来杀自己才是错的。,"도구 손에 죽어야 하다니,",
,絶対に。,I promise.,大错特错。,그건 잘못된 거야. 절대로.,
ho656,間違いを許すわけにはいかない。,"Failure is not an option. Got it, buddy?",我们不能坐视这种错误继续存在。,잘못된 것은 그냥 두면 안 돼.,
,正さなきゃならない。,We have to put things right.,必须要去纠正它才行。,바로잡아야지.,
ho657,え、……あ？,Uh...huh?,诶、……啊？,"잠깐, 뭐......?",
hi0590,……\.\.,...\.\.,……\.\.,......\.\.,
,ジョバンニ。,Giovanni.,乔班尼。,조반니.,
